Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Astbury, David",2,2,2,4,1,,,2.0,,1.0,,1.0,,,,2.0,2.0,1.0,1.0,,,1.0,84.0
11,"Batchelor, Jake",13,6,5,18,,,,3.0,4.0,2.0,,2.0,,,,4.0,14.0,1.0,,7.0,,,85.0
9,"Cotchin, Trent",24,10,7,31,,5.0,,5.0,1.0,8.0,4.0,,4.0,,3.0,12.0,19.0,1.0,4.0,,2.0,,81.0
7,"Dea, Matt",9,4,4,13,,,,,1.0,2.0,,3.0,,1.0,,4.0,9.0,,,2.0,1.0,,78.0
3,"Deledio, Brett",18,4,15,33,1,1.0,1.0,3.0,1.0,9.0,2.0,2.0,1.0,,1.0,8.0,25.0,,,2.0,2.0,,86.0
10,"Edwards, Shane",6,3,16,22,2,,,,1.0,4.0,2.0,3.0,,3.0,,12.0,10.0,1.0,1.0,1.0,,4.0,82.0
6,"Grigg, Shaun",10,4,11,21,1,,,1.0,1.0,2.0,1.0,,1.0,,,6.0,17.0,,1.0,1.0,,1.0,80.0
32,"Helbig, Brad",4,4,12,16,,,,,2.0,1.0,,3.0,,2.0,,8.0,8.0,,,,,,78.0
14,"Houli, Bachar",11,5,15,26,,1.0,,3.0,3.0,5.0,2.0,2.0,,,,3.0,21.0,,,2.0,5.0,,89.0
23,"Jackson, Daniel",6,1,11,17,,1.0,,1.0,3.0,3.0,4.0,5.0,,3.0,,10.0,9.0,,,4.0,,1.0,84.0
20,"Maric, Ivan",10,7,9,19,,1.0,17.0,3.0,,1.0,5.0,3.0,1.0,2.0,,11.0,8.0,3.0,1.0,5.0,,1.0,97.0
4,"Martin, Dustin",16,10,9,25,1,,,4.0,1.0,6.0,1.0,1.0,1.0,,,8.0,18.0,,,1.0,8.0,1.0,80.0
16,"McGuane, Luke",6,5,4,10,2,1.0,1.0,3.0,,,,1.0,,,,4.0,6.0,1.0,3.0,3.0,,,97.0
38,"Morris, Steven",10,6,9,19,,,,1.0,2.0,2.0,,1.0,1.0,1.0,,7.0,13.0,1.0,,7.0,1.0,,90.0
26,"Nahas, Robin",6,4,7,13,1,,,4.0,,1.0,,,,,,2.0,11.0,,1.0,2.0,,,93.0
17,"Newman, Chris",14,7,7,21,,1.0,,4.0,1.0,4.0,1.0,2.0,1.0,,,7.0,14.0,1.0,,1.0,,,77.0
45 ↑,"OHanlon, Brett",9,5,5,14,1,3.0,,,,4.0,,,2.0,,,2.0,12.0,,1.0,,,,49.0
37,"Post, Jayden",8,6,10,18,,,,1.0,2.0,1.0,,2.0,2.0,1.0,,7.0,11.0,,,4.0,,,86.0
18,"Rance, Alex",11,7,6,17,,,,1.0,5.0,1.0,,3.0,6.0,1.0,,8.0,10.0,1.0,,10.0,1.0,,94.0
8,"Riewoldt, Jack",12,10,5,17,3,5.0,2.0,2.0,,,,3.0,,2.0,,6.0,11.0,3.0,9.0,1.0,,1.0,98.0
21,"Tuck, Shane",21,11,12,33,,1.0,,2.0,,12.0,3.0,,2.0,,2.0,13.0,22.0,2.0,1.0,2.0,,,84.0
35 ↓,"White, Matt",3,1,2,5,,,,,,2.0,1.0,2.0,1.0,1.0,,2.0,3.0,,,,,,27.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,229,122,183,412,13,24.0,21.0,43.0,28.0,71.0,26.0,39.0,23.0,17.0,6.0,146.0,273.0,16.0,23.0,55.0,20.0,10.0,
Opposition,Opposition,180,61,140,320,8,9.0,30.0,50.0,46.0,40.0,28.0,57.0,18.0,23.0,,136.0,183.0,12.0,7.0,56.0,8.0,4.0,
