Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 120d,303 (179-0-124 59.08%),142 (0.47),←,
16,"Brown, Leigh",25y 149d,166 (70-1-95 42.47%),73 (0.44),103 (51-1-51 50.00%),53 (0.51)
24,"Firrito, Michael",23y 237d,74 (40-0-34 54.05%),12 (0.16),←,
6,"Grant, Shannon",30y 94d,271 (153-2-116 56.83%),319 (1.18),213 (121-1-91 57.04%),281 (1.32)
15,"Green, Kasey",27y 315d,86 (36-1-49 42.44%),22 (0.26),32 (15-0-17 46.88%),14 (0.44)
31,"Hale, David",23y 61d,70 (31-0-39 44.29%),40 (0.57),←,
4,"Harris, Daniel",25y 73d,107 (54-1-52 50.93%),32 (0.30),←,
29,"Harvey, Brent",29y 69d,232 (131-1-100 56.68%),270 (1.16),←,
21,"Jones, Corey",26y 146d,119 (57-0-62 47.90%),153 (1.29),←,
25,"Lower, Ed",20y 29d,10 (6-0-4 60.00%),3 (0.30),←,
1,"McIntosh, Hamish",22y 321d,34 (16-0-18 47.06%),13 (0.38),←,
42,"McMahon, Scott",21y 50d,7 (6-0-1 85.71%),8 (1.14),←,
20,"Petrie, Drew",24y 280d,122 (60-1-61 49.59%),96 (0.79),←,
30,"Pratt, Daniel",24y 123d,54 (29-0-25 53.70%),4 (0.07),51 (28-0-23 54.90%),3 (0.06)
3,"Rawlings, Brady",26y 42d,149 (78-0-71 52.35%),53 (0.36),←,
32,"Sansbury, Eddie",23y 238d,30 (10-0-20 33.33%),7 (0.23),←,
7,"Simpson, Adam",31y 156d,258 (152-1-105 59.11%),73 (0.28),←,
9,"Sinclair, Jess",28y 330d,177 (72-1-104 40.96%),68 (0.38),127 (59-1-67 46.85%),42 (0.33)
10,"Smith, Jesse",20y 296d,17 (12-0-5 70.59%),1 (0.06),←,
19,"Swallow, Andrew",20y 50d,28 (14-0-14 50.00%),9 (0.32),←,
36,"Watt, Shannon",26y 238d,122 (63-1-58 52.05%),8 (0.07),←,
44,"Whyman, Djaran",23y 335d,1 (1-0-0 100.00%),2 (2.00),←,
Totals,Totals,25y 171d,2437 (1270-10-1157 52.11%),1408 (0.58),,
C,"Laidley, Dani",40y 117d,105 (52-1-52 50.00%),,←,
