Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartram, Clint",5,2,6,11,1,,,2.0,2.0,1.0,,2.0,,,,1.0,10.0,,,1.0,,,94.0
6,"Bate, Matthew",13,10,10,23,2,1.0,,2.0,1.0,6.0,1.0,2.0,1.0,2.0,,8.0,18.0,,1.0,1.0,,,94.0
21,"Bell, Daniel",4,2,4,8,,,,2.0,2.0,,,3.0,2.0,1.0,,4.0,4.0,,,2.0,,,76.0
32,"Bruce, Cameron",13,10,15,28,,1.0,,2.0,,4.0,3.0,8.0,,2.0,,6.0,22.0,,3.0,1.0,1.0,,77.0
1,"Buckley, Simon",10,5,9,19,1,,,1.0,3.0,5.0,1.0,7.0,,4.0,,5.0,15.0,,,,2.0,,82.0
36,"Davey, Aaron",11,2,4,15,1,,,2.0,1.0,1.0,3.0,2.0,,2.0,,5.0,10.0,,,,1.0,,49.0
14,"Dunn, Lynden",10,6,2,12,,,3.0,3.0,1.0,2.0,,2.0,2.0,2.0,,3.0,9.0,,1.0,1.0,,,83.0
20,"Garland, Colin",6,2,6,12,,,,2.0,2.0,1.0,1.0,,,,,8.0,3.0,2.0,,5.0,,1.0,77.0
18,"Green, Brad",15,7,6,21,1,,,,2.0,6.0,1.0,2.0,1.0,2.0,,3.0,18.0,,2.0,1.0,,2.0,84.0
40,"Jamar, Mark",5,4,7,12,1,1.0,24.0,4.0,,,2.0,3.0,3.0,1.0,,9.0,2.0,2.0,2.0,1.0,,2.0,84.0
17,"Johnson, Chris",7,2,6,13,,,,1.0,3.0,,,4.0,,2.0,,3.0,11.0,1.0,,3.0,,,88.0
11,"Johnson, Paul",8,6,6,14,1,,8.0,3.0,3.0,3.0,2.0,2.0,,,,6.0,8.0,,1.0,3.0,,1.0,93.0
19,"Maric, Addam",11,6,5,16,2,,,1.0,,2.0,,,1.0,,,2.0,14.0,,3.0,1.0,,1.0,72.0
33,"Martin, Stefan",3,3,4,7,,,,,3.0,1.0,,2.0,,2.0,,3.0,3.0,1.0,,6.0,,,92.0
23,"McDonald, James",9,4,14,23,,,,4.0,1.0,3.0,9.0,2.0,4.0,1.0,,13.0,11.0,,1.0,2.0,1.0,,76.0
10,"Morton, Cale",15,7,11,26,3,,,2.0,1.0,5.0,2.0,6.0,,2.0,2.0,4.0,23.0,,1.0,2.0,3.0,2.0,76.0
12,"Sylvia, Colin",21,11,2,23,3,1.0,4.0,3.0,1.0,9.0,1.0,6.0,,1.0,,3.0,21.0,1.0,4.0,2.0,2.0,1.0,92.0
44,"Valenti, Shane",9,8,10,19,,,,5.0,2.0,,4.0,4.0,1.0,2.0,,5.0,15.0,,1.0,3.0,,,72.0
37,"Warnock, Matthew",3,1,5,8,,,,,1.0,,,1.0,,1.0,,5.0,4.0,1.0,,5.0,,,93.0
31,"Wheatley, Paul",10,3,9,19,,,,3.0,,4.0,5.0,2.0,1.0,,,6.0,12.0,,,1.0,2.0,1.0,88.0
45,"Whelan, Matthew",9,6,7,16,,,,1.0,2.0,1.0,,,,,,3.0,13.0,1.0,,1.0,,,81.0
39,"Wonaeamirri, Austin",4,1,3,7,1,,,4.0,,,2.0,4.0,2.0,2.0,,6.0,1.0,,,,,1.0,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,108,151,352,17,6.0,39.0,47.0,31.0,54.0,37.0,64.0,18.0,29.0,2.0,111.0,247.0,9.0,20.0,42.0,12.0,12.0,
Opposition,Opposition,212,100,147,359,19,10.0,20.0,58.0,36.0,56.0,33.0,41.0,30.0,18.0,4.0,138.0,221.0,11.0,8.0,29.0,20.0,9.0,
