Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bishop, Matthew",6,5,4,10,,,2.0,1.0,2.0,,1.0,1.0,,,,3.0,7.0,1.0,,,,,
7,"Burgoyne, Peter",6,3,,6,1,,,1.0,,4.0,1.0,1.0,,1.0,,3.0,4.0,,,,,,
8,"Burgoyne, Shaun",3,1,4,7,1,,,2.0,,,,3.0,,1.0,,3.0,4.0,,1.0,1.0,,,
9,"Carr, Josh",14,4,4,18,1,,,7.0,1.0,6.0,2.0,1.0,1.0,,,4.0,14.0,,1.0,3.0,1.0,,
12,"Cockatoo-Collins, Che",7,3,2,9,1,1.0,,,2.0,1.0,1.0,1.0,,,,3.0,6.0,,1.0,1.0,,,
35,"Cornes, Chad",10,6,4,14,,1.0,,2.0,2.0,2.0,1.0,2.0,,,,4.0,9.0,2.0,1.0,2.0,,,
18,"Cornes, Kane",11,3,3,14,,,,3.0,2.0,1.0,2.0,2.0,,1.0,,3.0,11.0,,,,1.0,,
17,"Dew, Stuart",13,7,4,17,4,1.0,,1.0,3.0,3.0,2.0,,,,,5.0,11.0,,1.0,1.0,1.0,,
10,"Francou, Josh",11,1,15,26,,1.0,,7.0,,4.0,10.0,6.0,,2.0,,14.0,13.0,,,,,,
31,"French, Barnaby",,,,,,,6.0,1.0,,1.0,1.0,,,,,,,,,2.0,,,
11,"Hardwick, Damien",8,1,2,10,,,,3.0,3.0,1.0,1.0,1.0,3.0,,,5.0,5.0,,,2.0,,,
38,"James, Roger",8,1,6,14,,,,3.0,,3.0,7.0,,1.0,,,10.0,4.0,,,2.0,,,
29,"Kingsley, Adam",2,1,,2,,,,3.0,2.0,,1.0,,,,,1.0,1.0,,,,,,
3,"Montgomery, Brett",13,6,17,30,,,,1.0,6.0,1.0,3.0,3.0,3.0,1.0,,15.0,14.0,2.0,,2.0,,,
14,"Paxman, Stephen",3,1,1,4,,,,3.0,1.0,1.0,,1.0,,1.0,,2.0,1.0,1.0,,3.0,,,
27,"Poulton, Jared",2,,4,6,,,,2.0,1.0,,1.0,2.0,,1.0,,3.0,1.0,,,1.0,,,
1,"Primus, Matthew",8,3,10,18,2,,31.0,4.0,2.0,3.0,8.0,3.0,2.0,2.0,,10.0,8.0,,1.0,1.0,,,
6,"Schofield, Jarrad",11,4,5,16,,1.0,,1.0,1.0,3.0,,1.0,,,,4.0,12.0,,,,,,
36,"Stevens, Nick",11,1,7,18,,1.0,,2.0,,4.0,4.0,1.0,,,,11.0,7.0,,,2.0,,,
16,"Tredrea, Warren",11,7,4,15,2,1.0,,1.0,,4.0,,3.0,1.0,,,4.0,11.0,,2.0,4.0,,,
2,"Wakelin, Darryl",4,3,2,6,,,,1.0,1.0,1.0,1.0,3.0,,1.0,,5.0,1.0,2.0,,5.0,,,
4,"Wanganeen, Gavin",2,,1,3,,,,1.0,,2.0,,,,,,1.0,2.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,164,61,99,263,12,10.0,39.0,50.0,29.0,45.0,47.0,35.0,11.0,11.0,,113.0,146.0,8.0,8.0,32.0,3.0,,
Opposition,Opposition,199,88,103,302,21,12.0,42.0,60.0,30.0,57.0,42.0,35.0,11.0,11.0,,128.0,173.0,11.0,16.0,57.0,6.0,,
