Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",8,2,12,20,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
18,"Cameron, Leon",10,2,6,16,1,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
17,"Charles, Justin",6,4,3,9,,,2.0,,,,,,,,,,,,,,,,
26,"Del-Re, Danny",5,2,1,6,,,,2.0,,,,,1.0,,,,,,,,,,
12,"Eppelstun, Greg",7,3,8,15,,,,,,,,,,1.0,,,,,,,,,
32,"Foster, Peter",9,6,7,16,,,1.0,1.0,,,,,3.0,1.0,,,,,,,,,
29,"Grant, Chris",13,7,1,14,3,3.0,,4.0,,,,,2.0,1.0,,,,,,,,,
36,"Hannebery, Matt",8,2,4,12,,,,,,,,,1.0,,,,,,,,,,
7,"Hawkins, Doug",11,3,8,19,,,,1.0,,,,,2.0,,,,,,,,,,
43,"Hogg, Matthew",8,,5,13,1,,,1.0,,,,,3.0,1.0,,,,,,,,,
8,"Kennedy, Rick",2,2,3,5,,,,,,,,,1.0,,,,,,,,,,
39,"Liberatore, Tony",11,,10,21,,,,2.0,,,,,2.0,,,,,,,,,,
11,"McGuinness, Tony",13,,4,17,,1.0,,,,,,,2.0,2.0,,,,,,,,,
14,"Reynolds, Keenan",16,2,2,18,,,,,,,,,2.0,,,,,,,,,,
47,"Standfield, Barry",5,2,2,7,,,,1.0,,,,,,,,,,,,,,,
16,"Wallace, Terry",18,6,14,32,1,1.0,,3.0,,,,,,1.0,,,,,,,,,
24,"Wallis, Stephen",13,2,12,25,,,,,,,,,1.0,,,,,,,,,,
6,"Wigney, Stuart",13,8,5,18,1,5.0,,1.0,,,,,1.0,,,,,,,,,,
28,"Williams, Mark",6,5,4,10,,1.0,,,,,,,,2.0,,,,,,,,,
15,"Wynd, Scott",4,4,6,10,,,10.0,1.0,,,,,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,62,117,303,7,17.0,13.0,19.0,,,,,26.0,11.0,,,,,,,,,
Opposition,Opposition,195,80,116,311,18,14.0,17.0,25.0,,,,,11.0,26.0,6.0,,,,,,,,
