Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",14,1,6,20,1,,,4.0,2.0,1.0,1.0,2.0,,,,10.0,6.0,,,1.0,1.0,,65.0
36,"Browne, Andrew",4,,4,8,,,,6.0,,4.0,1.0,3.0,,,,3.0,4.0,,,3.0,,1.0,89.0
25,"Dodd, Steven",5,,,5,,,,3.0,2.0,,,3.0,1.0,,,3.0,,,,4.0,,,32.0
33,"Farmer, Jeff",4,1,1,5,1,2.0,,1.0,,1.0,1.0,3.0,1.0,3.0,,3.0,2.0,,1.0,2.0,,,75.0
14,"Grover, Antoni",5,,1,6,,,,1.0,1.0,1.0,1.0,2.0,,1.0,,4.0,2.0,,,2.0,,,67.0
42,"Haddrill, Robert",13,2,,13,,,,6.0,2.0,,,3.0,,,,6.0,2.0,1.0,,3.0,,,100.0
4,"Hasleby, Paul",13,,6,19,,,,13.0,3.0,1.0,2.0,1.0,3.0,1.0,,12.0,2.0,,,4.0,,,100.0
43,"Hayden, Roger",11,1,3,14,,,,6.0,2.0,,5.0,7.0,,1.0,,5.0,6.0,,,5.0,,,87.0
11,"Headland, Des",3,,2,5,,,,9.0,,,,1.0,,,,2.0,4.0,,,1.0,,,81.0
20,"Longmuir, Justin",11,4,8,19,,1.0,13.0,4.0,3.0,,4.0,2.0,,1.0,,11.0,5.0,1.0,,5.0,,1.0,85.0
21,"Longmuir, Troy",5,,3,8,,,,4.0,1.0,2.0,,1.0,2.0,1.0,,7.0,2.0,,,3.0,,,71.0
8,"McManus, Shaun",9,,3,12,,,,4.0,,,3.0,,,,,5.0,,,,,,,100.0
34,"Medhurst, Paul",6,2,1,7,1,,,2.0,,2.0,,,1.0,,,2.0,3.0,,2.0,3.0,1.0,1.0,100.0
23,"Parker, Shane",9,1,3,12,,,,6.0,4.0,,1.0,1.0,,1.0,,4.0,6.0,,,2.0,,,100.0
29,"Pavlich, Matthew",13,2,5,18,,2.0,1.0,4.0,5.0,2.0,2.0,8.0,1.0,2.0,,15.0,4.0,1.0,,5.0,,,100.0
12,"Polak, Graham",10,2,6,16,,,,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,10.0,4.0,,,3.0,,,100.0
31,"Sandilands, Aaron",3,1,,3,,,21.0,2.0,2.0,1.0,,1.0,1.0,,,2.0,1.0,,,,,,30.0
3,"Schammer, Byron",13,2,6,19,,,,4.0,5.0,2.0,4.0,,,,,11.0,7.0,,,,,,76.0
2,"Simmonds, Troy",1,,2,3,,,16.0,3.0,,1.0,1.0,2.0,,2.0,,3.0,,,,2.0,,,100.0
13,"Smith, Dylan",19,2,5,24,,,,6.0,4.0,1.0,7.0,1.0,1.0,,,16.0,7.0,,,3.0,1.0,,81.0
22,"Thornton, Scott",12,6,5,17,,,,2.0,6.0,,2.0,1.0,,,,8.0,7.0,1.0,,6.0,,,84.0
19,"Walker, James",13,1,2,15,,,,4.0,4.0,2.0,6.0,2.0,,1.0,,8.0,6.0,,,2.0,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,28,72,268,3,7.0,51.0,98.0,49.0,24.0,44.0,47.0,14.0,16.0,,150.0,80.0,4.0,3.0,59.0,3.0,3.0,
Opposition,Opposition,219,32,100,319,9,21.0,36.0,100.0,21.0,57.0,46.0,52.0,16.0,14.0,6.0,166.0,120.0,4.0,3.0,61.0,3.0,6.0,
