Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11 ↓,"Adams, Taylor",8,2,4,12,,,,4.0,1.0,3.0,1.0,4.0,,2.0,,4.0,7.0,,,,,,54.0
18,"Cameron, Jeremy",6,2,1,7,3,1.0,,,,3.0,,,1.0,,,6.0,2.0,,1.0,2.0,1.0,,90.0
3,"Coniglio, Stephen",8,1,7,15,,,,7.0,3.0,,2.0,3.0,,1.0,,8.0,7.0,,,,,,75.0
35,"Corr, Aidan",4,3,3,7,,,,2.0,3.0,,,1.0,,1.0,,2.0,7.0,,,4.0,,,84.0
26,"Giles, Jonathan",9,,3,12,,,30.0,3.0,2.0,3.0,6.0,2.0,5.0,1.0,,10.0,3.0,,,3.0,,,88.0
38,"Gilham, Stephen",11,8,6,17,,,,1.0,3.0,,,2.0,,,,6.0,9.0,1.0,,6.0,,,90.0
2,"Hampton, Curtly",6,2,4,10,,1.0,,5.0,3.0,2.0,1.0,1.0,2.0,1.0,,6.0,4.0,1.0,,4.0,5.0,,81.0
19,"Haynes, Nick",12,8,6,18,,,,5.0,4.0,1.0,2.0,3.0,1.0,,,10.0,9.0,3.0,,9.0,,,86.0
33,"Hoskin-Elliott, Will",7,4,3,10,1,2.0,,5.0,,2.0,1.0,3.0,1.0,,,3.0,9.0,,1.0,,2.0,,77.0
40,"Kennedy, Adam",1,1,5,6,,,,2.0,,1.0,,1.0,,1.0,,,6.0,,,1.0,,,89.0
39,"Mohr, Tim",14,9,4,18,,,,1.0,3.0,1.0,,4.0,1.0,3.0,,3.0,14.0,2.0,,6.0,1.0,,92.0
37,"OhAilpin, Setanta",2,2,4,6,2,,2.0,,1.0,,,2.0,,,,5.0,1.0,1.0,2.0,1.0,,,85.0
7 ↑,"Palmer, Rhys",4,1,5,9,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,5.0,4.0,1.0,,,1.0,,26.0
23,"Reid, Sam",5,2,4,9,,,,6.0,3.0,,,2.0,1.0,2.0,,3.0,4.0,,,4.0,,,85.0
9,"Scully, Tom",11,4,12,23,,1.0,,4.0,4.0,5.0,2.0,1.0,1.0,,2.0,6.0,18.0,,1.0,,3.0,1.0,92.0
5,"Shiel, Dylan",14,6,11,25,3,,,4.0,1.0,3.0,4.0,3.0,,2.0,,7.0,17.0,1.0,2.0,1.0,1.0,1.0,82.0
10,"Smith, Devon",15,3,9,24,2,1.0,,4.0,3.0,6.0,4.0,2.0,2.0,,,12.0,10.0,,,1.0,6.0,,88.0
20,"Tomlinson, Adam",2,4,6,8,,1.0,10.0,3.0,1.0,,1.0,,1.0,,,1.0,7.0,,1.0,1.0,,,84.0
31,"Townsend, Jacob",4,1,2,6,,,,1.0,,1.0,,2.0,1.0,,,2.0,4.0,,,1.0,,,90.0
17,"Treloar, Adam",11,3,10,21,,,,5.0,1.0,2.0,4.0,2.0,2.0,1.0,,10.0,11.0,,,1.0,4.0,1.0,85.0
8,"Ward, Callan",9,1,5,14,,,1.0,4.0,,,5.0,3.0,1.0,1.0,,7.0,7.0,,,,,,90.0
6,"Whitfield, Lachie",13,9,8,21,1,,,4.0,5.0,2.0,2.0,2.0,1.0,1.0,,6.0,15.0,1.0,,2.0,,1.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,76,122,298,12,11.0,43.0,71.0,41.0,36.0,36.0,44.0,22.0,18.0,2.0,122.0,175.0,11.0,8.0,47.0,24.0,4.0,
Opposition,Opposition,186,60,183,369,13,9.0,46.0,66.0,20.0,57.0,45.0,51.0,18.0,21.0,4.0,161.0,207.0,12.0,8.0,33.0,17.0,8.0,
