Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",22y 159d,28 (9-0-19 32.14%),1 (0.04),←,
35,"Corr, Aidan",21y 314d,34 (9-0-25 26.47%),1 (0.03),←,
1,"Davis, Phil",25y 209d,77 (26-0-51 33.77%),6 (0.08),59 (15-0-44 25.42%),5 (0.08)
4,"Greene, Toby",22y 183d,76 (18-0-58 23.68%),35 (0.46),←,
32,"Griffen, Ryan",29y 243d,224 (108-1-115 48.44%),137 (0.61),22 (11-0-11 50.00%),7 (0.32)
17,"Johnson, Steve",32y 266d,254 (178-3-73 70.67%),454 (1.79),1 (0-0-1 0.00%),2 (2.00)
22,"Kelly, Josh",21y 43d,37 (13-0-24 35.14%),20 (0.54),←,
40,"Kennedy, Adam",23y 258d,62 (11-0-51 17.74%),4 (0.06),←,
37,"Lobb, Rory",23y 46d,12 (3-0-9 25.00%),9 (0.75),←,
34,"Marchbank, Caleb",19y 110d,6 (1-0-5 16.67%),,←,
41,"Mumford, Shane",29y 265d,129 (82-2-45 64.34%),44 (0.34),29 (13-0-16 44.83%),5 (0.17)
7,"Palmer, Rhys",27y 42d,111 (34-0-77 30.63%),82 (0.74),58 (13-0-45 22.41%),59 (1.02)
9,"Scully, Tom",24y 316d,104 (29-1-74 28.37%),35 (0.34),73 (16-0-57 21.92%),29 (0.40)
23,"Shaw, Heath",30y 120d,214 (127-2-85 59.81%),38 (0.18),41 (17-0-24 41.46%),1 (0.02)
5,"Shiel, Dylan",23y 17d,65 (15-0-50 23.08%),33 (0.51),←,
10,"Smith, Devon",22y 311d,80 (20-0-60 25.00%),70 (0.88),←,
11,"Steele, Jack",20y 104d,8 (2-0-6 25.00%),2 (0.25),←,
36,"Stewart, James",22y 22d,18 (8-0-10 44.44%),18 (1.00),←,
20,"Tomlinson, Adam",22y 229d,54 (10-0-44 18.52%),17 (0.31),←,
8,"Ward, Callan",25y 351d,144 (51-0-93 35.42%),71 (0.49),84 (19-0-65 22.62%),38 (0.45)
6,"Whitfield, Lachie",21y 252d,52 (14-0-38 26.92%),22 (0.42),←,
16,"Wilson, Nathan",23y 79d,33 (9-0-24 27.27%),9 (0.27),←,
Totals,Totals,24y 129d,1822 (777-9-1036 42.65%),1108 (0.61),,
C,"Cameron, Leon",43y 206d,45 (17-0-28 37.78%),,←,
