Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",27y 164d,146 (60-2-84 41.78%),38 (0.26),←,
8,"Bewick, Rohan",23y 200d,33 (14-0-19 42.42%),28 (0.85),←,
16,"Brown, Jonathan",31y 181d,235 (137-3-95 58.94%),554 (2.36),←,
42,"Clarke, Justin",19y 161d,1 (1-0-0 100.00%),,←,
44,"Cornelius, Aaron",22y 334d,24 (6-0-18 25.00%),35 (1.46),←,
1,"Docherty, Sam",19y 193d,2 (1-0-1 50.00%),,←,
41,"Golby, Mitch",21y 207d,26 (10-0-16 38.46%),,←,
6,"Green, Josh",20y 247d,22 (11-0-11 50.00%),20 (0.91),←,
23,"Leuenberger, Matthew",24y 325d,73 (25-1-47 34.93%),15 (0.21),←,
5,"Longer, Billy",19y 351d,7 (2-0-5 28.57%),,←,
32,"Mayes, Sam",18y 343d,3 (2-0-1 66.67%),,←,
9,"McGrath, Ashley",29y 343d,193 (93-2-98 48.70%),146 (0.76),←,
21,"Merrett, Daniel",28y 137d,140 (59-3-78 43.21%),43 (0.31),←,
3,"Moloney, Brent",29y 90d,150 (51-3-96 35.00%),38 (0.25),5 (2-0-3 40.00%),1 (0.20)
22,"Paparone, Marco",18y 237d,2 (1-0-1 50.00%),4 (2.00),←,
24,"Patfull, Joel",28y 142d,144 (58-3-83 41.32%),21 (0.15),←,
31,"Polkinghorne, James",24y 97d,85 (33-1-51 39.41%),51 (0.60),←,
29,"Raines, Andrew",27y 51d,105 (35-1-69 33.81%),10 (0.10),49 (17-0-32 34.69%),9 (0.18)
30,"Redden, Jack",22y 140d,81 (29-1-51 36.42%),37 (0.46),←,
38,"Rockliff, Tom",23y 65d,67 (20-0-47 29.85%),38 (0.57),←,
26,"Yeo, Elliot",19y 209d,12 (5-0-7 41.67%),,←,
15,"Zorko, Dayne",24y 78d,21 (10-0-11 47.62%),22 (1.05),←,
Totals,Totals,23y 328d,1572 (663-20-889 42.18%),1100 (0.70),,
C,"Voss, Michael",37y 295d,95 (37-1-57 39.47%),,←,
