Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
5,"Boyd, Matthew",27y 346d,157 (82-2-73 52.87%),57 (0.36),←,
17,"Cooney, Adam",24y 312d,154 (83-2-69 54.55%),136 (0.88),←,
4,"Cross, Daniel",27y 131d,152 (78-3-71 52.30%),26 (0.17),←,
10,"Eagleton, Nathan",31y 271d,271 (131-5-135 49.26%),226 (0.83),215 (105-3-107 49.53%),181 (0.84)
3,"Everitt, Andrejs",21y 148d,34 (21-1-12 63.24%),8 (0.24),←,
13,"Giansiracusa, Daniel",28y 150d,187 (89-4-94 48.66%),197 (1.05),←,
9,"Gilbee, Lindsay",29y 31d,183 (95-2-86 52.46%),105 (0.57),←,
1,"Grant, Jarrad",21y 33d,16 (11-0-5 68.75%),19 (1.19),←,
16,"Griffen, Ryan",24y 12d,115 (68-1-46 59.57%),71 (0.62),←,
28,"Hall, Barry",33y 181d,268 (138-3-127 52.05%),676 (2.52),18 (12-0-6 66.67%),65 (3.61)
25,"Hargrave, Ryan",29y 13d,180 (89-4-87 50.56%),35 (0.19),←,
20,"Hill, Josh",21y 201d,54 (35-1-18 65.74%),70 (1.30),←,
15,"Hudson, Ben",31y 165d,121 (76-1-44 63.22%),12 (0.10),66 (44-1-21 67.42%),6 (0.09)
6,"Johnson, Brad",34y 21d,359 (176-7-176 50.00%),558 (1.55),←,
19,"Jones, Liam",19y 165d,2 (2-0-0 100.00%),3 (1.50),←,
36,"Lake, Brian",28y 162d,166 (83-2-81 50.60%),25 (0.15),←,
44,"Moles, Brodie",24y 274d,10 (8-0-2 80.00%),5 (0.50),←,
38,"Morris, Dale",27y 222d,130 (78-2-50 60.77%),2 (0.02),←,
42,"Picken, Liam",24y 7d,37 (25-0-12 67.57%),15 (0.41),←,
23,"Roughead, Jordan",19y 278d,6 (5-0-1 83.33%),3 (0.50),←,
12,"Williams, Tom",24y 22d,50 (30-1-19 61.00%),2 (0.04),←,
29,"Wood, Easton",20y 338d,10 (8-0-2 80.00%),2 (0.20),←,
Totals,Totals,26y 42d,2662 (1411-41-1210 53.01%),2253 (0.85),,
C,"Eade, Rodney",52y 126d,289 (160-4-125 56.06%),,137 (79-2-56 58.39%),
