Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",28y 188d,123 (59-1-63 48.37%),55 (0.45),←,
28,"Bell, Tom",24y 15d,41 (17-1-23 42.68%),31 (0.76),←,
7,"Buckley, Dylan",22y 104d,17 (6-0-11 35.29%),4 (0.24),←,
44,"Carrazzo, Andrew",31y 195d,187 (74-4-109 40.64%),47 (0.25),←,
41,"Casboult, Levi",25y 105d,46 (17-1-28 38.04%),46 (1.00),←,
9,"Cripps, Patrick",20y 102d,13 (4-1-8 34.62%),4 (0.31),←,
35,"Curnow, Ed",25y 233d,78 (38-2-38 50.00%),11 (0.14),←,
15,"Docherty, Sam",21y 254d,41 (14-1-26 35.37%),8 (0.20),28 (8-1-19 30.36%),7 (0.25)
46,"Ellard, David",26y 107d,59 (28-0-31 47.46%),37 (0.63),←,
33,"Everitt, Andrejs",26y 107d,108 (60-3-45 56.94%),60 (0.56),29 (9-0-20 31.03%),28 (0.97)
32,"Graham, Nick",21y 16d,15 (5-0-10 33.33%),5 (0.33),←,
23,"Henderson, Lachie",25y 196d,110 (50-1-59 45.91%),102 (0.93),95 (42-1-52 44.74%),99 (1.04)
20,"Holman, Nick",20y 30d,2 (1-0-1 50.00%),,←,
8,"Kreuzer, Matthew",26y 46d,109 (57-0-52 52.29%),58 (0.53),←,
2,"Menzel, Troy",20y 279d,34 (13-1-20 39.71%),46 (1.35),←,
3,"Murphy, Marc",27y 344d,196 (86-1-109 44.13%),147 (0.75),←,
17,"Rowe, Sam",27y 221d,43 (15-1-27 36.05%),13 (0.30),←,
6,"Simpson, Kade",31y 54d,232 (94-3-135 41.16%),123 (0.53),←,
42,"Tuohy, Zach",25y 200d,88 (40-1-47 46.02%),32 (0.36),←,
43,"White, Simon",27y 11d,53 (26-2-25 50.94%),9 (0.17),←,
36,"Wood, Cameron",28y 116d,82 (39-1-42 48.17%),28 (0.34),18 (5-1-12 30.56%),7 (0.39)
13,"Yarran, Chris",24y 191d,113 (50-2-61 45.13%),90 (0.80),←,
Totals,Totals,25y 125d,1790 (793-27-970 44.30%),956 (0.53),,
C,"Barker, John",40y 129d,4 (2-0-2 50.00%),,←,
