Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
23,"Bode, Matthew",19y 299d,11 (4-0-7 36.36%),5 (0.45),←,
5,"Bond, Shane",23y 289d,75 (42-1-32 56.67%),29 (0.39),41 (18-1-22 45.12%),9 (0.22)
26,"Burgoyne, Peter",21y 85d,30 (13-1-16 45.00%),26 (0.87),←,
7,"Chalmers, Brett",26y 1d,64 (26-1-37 41.41%),14 (0.22),14 (6-0-8 42.86%),6 (0.43)
28,"Daniels, Stephen",22y 233d,26 (11-2-13 46.15%),1 (0.04),←,
37,"Dew, Stuart",19y 249d,21 (8-1-12 40.48%),20 (0.95),←,
19,"Dickie, Donald",26y 351d,46 (20-2-24 45.65%),18 (0.39),←,
17,"Fiegert, Nigel",23y 86d,19 (9-1-9 50.00%),6 (0.32),←,
8,"Francis, Fabian",25y 182d,50 (21-1-28 43.00%),22 (0.44),27 (14-1-12 53.70%),5 (0.19)
10,"Francou, Josh",24y 260d,49 (22-2-25 46.94%),33 (0.67),←,
31,"French, Barnaby",23y 150d,5 (3-0-2 60.00%),1 (0.20),←,
29,"Kingsley, Adam",23y 247d,39 (19-1-19 50.00%),13 (0.33),←,
20,"Lade, Brendon",22y 288d,49 (22-2-25 46.94%),37 (0.76),←,
9,"Lyle, Brayden",26y 49d,73 (35-2-36 49.32%),12 (0.16),47 (21-2-24 46.81%),7 (0.15)
33,"Mead, Darren",28y 26d,49 (22-2-25 46.94%),3 (0.06),←,
41,"Murray, Derek",19y 30d,1 (0-0-1 0.00%),1 (1.00),←,
14,"Paxman, Stephen",28y 141d,147 (43-1-103 29.59%),20 (0.14),45 (21-1-23 47.78%),2 (0.04)
6,"Schofield, Jarrad",24y 84d,68 (42-0-26 61.76%),44 (0.65),5 (3-0-2 60.00%),10 (2.00)
36,"Stevens, Nick",19y 111d,22 (10-1-11 47.73%),17 (0.77),←,
16,"Tredrea, Warren",20y 121d,23 (11-0-12 47.83%),42 (1.83),←,
1,"Wanganeen, Gavin",25y 310d,167 (93-5-69 57.19%),88 (0.53),40 (20-2-18 52.50%),25 (0.63)
15,"Wilson, Michael",22y 154d,48 (22-2-24 47.92%),22 (0.46),←,
Totals,Totals,23y 187d,1082 (498-28-556 46.03%),474 (0.44),,
C,"Williams, Mark",40y 246d,5 (3-0-2 60.00%),,←,
