Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
18,"Cameron, Leon",25y 340d,150 (81-2-67 54.67%),59 (0.39),←,
26,"Cox, Simon",21y 195d,23 (11-0-12 47.83%),9 (0.39),←,
16,"Croft, Matthew",25y 163d,82 (47-2-33 58.54%),42 (0.51),←,
11,"Curley, Todd",25y 206d,50 (24-1-25 49.00%),30 (0.60),47 (22-1-24 47.87%),29 (0.62)
14,"Darcy, Luke",23y 27d,66 (34-1-31 52.27%),49 (0.74),←,
21,"Dent, Matthew",26y 203d,83 (28-0-55 33.73%),17 (0.20),36 (24-0-12 66.67%),8 (0.22)
28,"Dimattina, Paul",23y 259d,43 (26-0-17 60.47%),15 (0.35),←,
32,"Ellis, Craig",23y 65d,56 (30-0-26 53.57%),2 (0.04),←,
4,"Garlick, Simon",23y 120d,63 (37-0-26 58.73%),34 (0.54),19 (13-0-6 68.42%),7 (0.37)
3,"Grant, Chris",25y 238d,184 (97-3-84 53.53%),346 (1.88),←,
9,"Hudson, Paul",28y 19d,172 (103-0-69 59.88%),336 (1.95),38 (23-0-15 60.53%),72 (1.89)
6,"Johnson, Brad",22y 21d,95 (47-2-46 50.53%),71 (0.75),←,
2,"Kolyniuk, Steven",28y 34d,156 (81-1-74 52.24%),172 (1.10),←,
35,"Kretiuk, Steven",26y 35d,93 (54-1-38 58.60%),9 (0.10),←,
27,"Lane, Tyson",21y 348d,18 (8-0-10 44.44%),18 (1.00),←,
23,"Martin, Michael",21y 164d,36 (20-1-15 56.94%),11 (0.31),←,
10,"Montgomery, Brett",25y 68d,32 (22-0-10 68.75%),38 (1.19),←,
29,"Powell, Stephen",21y 335d,9 (5-0-4 55.56%),5 (0.56),←,
36,"Romero, Jose",27y 7d,168 (89-1-78 53.27%),144 (0.86),79 (40-1-38 51.27%),46 (0.58)
5,"Smith, Rohan",25y 69d,118 (63-2-53 54.24%),89 (0.75),←,
7,"West, Scott",23y 267d,121 (63-1-57 52.48%),45 (0.37),←,
24,"Wira, Brad",26y 145d,57 (27-1-29 48.25%),4 (0.07),56 (27-1-28 49.11%),4 (0.07)
Totals,Totals,24y 218d,1875 (997-19-859 53.17%),1545 (0.82),,
C,"Wallace, Terry",39y 238d,53 (31-0-22 58.49%),,←,
