Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",11,4,9,20,,,,4.0,,,,,1.0,1.0,,,,,,,,,
51,"Bell, Corey",5,1,3,8,,,,3.0,,,,,,,,,,,,,,,
8,"Cameron, David",18,7,5,23,1,2.0,,,,,,,,2.0,2.0,,,,,,,,
25,"Campbell, Matthew",11,3,6,17,,,,,,,,,,1.0,,,,,,,,,
1,"Champion, Richard",8,7,3,11,,,1.0,2.0,,,,,,,,,,,,,,,
12,"Clarke, Troy",17,3,6,23,,2.0,,4.0,,,,,,,,,,,,,,,
2,"Curran, Peter",9,5,,9,,,,1.0,,,,,,1.0,,,,,,,,,
4,"Gastev, John",8,3,9,17,,,,1.0,,,,,1.0,,,,,,,,,,
5,"Hardie, Brad",9,2,6,15,3,3.0,,,,,,,1.0,,,,,,,,,,
9,"Ishchenko, Alex",4,7,7,11,1,,12.0,,,,,,1.0,1.0,,,,,,,,,
17,"Leslie, Martin",7,4,7,14,,,,1.0,,,,,,1.0,,,,,,,,,
7,"McIvor, Scott",7,2,8,15,,,,2.0,,,,,1.0,1.0,,,,,,,,,
19,"McLean, Michael",22,6,14,36,,,,,,,,,,1.0,,,,,,,,,
24,"Merrett, Roger",11,9,7,18,5,1.0,,1.0,,,,,2.0,2.0,3.0,,,,,,,,
26,"Noonan, Danny",15,4,8,23,1,,1.0,2.0,,,,,,,,,,,,,,,
28,"OBrien, Cameron",13,13,5,18,3,1.0,,1.0,,,,,,1.0,,,,,,,,,
11,"Phillips, Brenton",14,6,11,25,,,1.0,2.0,,,,,,3.0,,,,,,,,,
30,"Ryan, Matthew",17,1,8,25,,4.0,,,,,,,,1.0,,,,,,,,,
23,"Schache, Laurence",2,,2,4,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,
20,"Sim, Lachlan",10,1,6,16,,,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,88,130,348,14,16.0,16.0,24.0,,,,,8.0,18.0,5.0,,,,,,,,
Opposition,Opposition,209,71,150,359,12,21.0,24.0,14.0,,,,,18.0,8.0,1.0,,,,,,,,
