Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",22y 181d,59 (24-2-33 42.37%),31 (0.53),←,
35,"Baxter, Darren",26y 95d,95 (42-3-50 45.79%),16 (0.17),←,
18,"Cameron, Leon",18y 293d,32 (16-1-15 51.56%),16 (0.50),←,
1,"Charles, Justin",20y 267d,21 (10-1-10 50.00%),11 (0.52),←,
11,"Corcoran, Shannon",20y 120d,3 (1-0-2 33.33%),,←,
2,"Cousins, Richard",28y 344d,58 (26-1-31 45.69%),21 (0.36),←,
12,"Eppelstun, Greg",24y 218d,92 (45-2-45 50.00%),1 (0.01),←,
45,"Ford, Michael",28y 254d,92 (44-2-46 48.91%),18 (0.20),←,
32,"Foster, Peter",31y 20d,141 (73-3-65 52.84%),51 (0.36),134 (70-3-61 53.36%),49 (0.37)
29,"Grant, Chris",18y 191d,27 (13-1-13 50.00%),58 (2.15),←,
7,"Hawkins, Doug",31y 48d,256 (102-4-150 40.63%),153 (0.60),←,
43,"Hogg, Matthew",22y 183d,56 (23-2-31 42.86%),4 (0.07),←,
10,"Hunter, Mark",25y 292d,52 (21-2-29 42.31%),2 (0.04),←,
4,"Kellett, Nigel",21y 186d,11 (4-0-7 36.36%),2 (0.18),←,
8,"Kennedy, Rick",30y 193d,149 (63-2-84 42.95%),34 (0.23),←,
21,"Kolyniuk, Steven",20y 352d,37 (17-1-19 47.30%),39 (1.05),←,
39,"Liberatore, Tony",25y 131d,50 (27-1-22 55.00%),32 (0.64),←,
27,"Macpherson, Stephen",26y 202d,131 (60-3-68 46.95%),133 (1.02),←,
14,"Reynolds, Keenan",22y 166d,21 (11-0-10 52.38%),1 (0.05),←,
15,"Wynd, Scott",21y 148d,48 (20-1-27 42.71%),8 (0.17),←,
Totals,Totals,24y 158d,1431 (642-32-757 44.86%),631 (0.44),,
C,"Wheeler, Terry",36y 101d,35 (17-1-17 50.00%),,←,
