Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",14,3,10,24,2,2.0,1.0,2.0,,,,,,,,,,,,,,,
11,"Buckley, Nathan",19,7,11,30,1,,,1.0,,,,,2.0,,3.0,,,,,,,,
1,"Champion, Richard",14,4,9,23,,,,,,,,,4.0,3.0,,,,,,,,,
5,"Chapman, Nathan",6,5,3,9,,,,1.0,,,,,,,,,,,,,,,
12,"Clarke, Troy",14,2,3,17,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
20,"Craven, Danny",16,3,10,26,1,,,2.0,,,,,3.0,,2.0,,,,,,,,
6,"Fletcher, Adrian",10,5,23,33,2,1.0,,2.0,,,,,2.0,,,,,,,,,,
4,"Gastev, John",9,6,5,14,1,1.0,,,,,,,,3.0,,,,,,,,,
32,"Hart, Shaun",9,2,8,17,1,,,4.0,,,,,1.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",13,5,10,23,,,9.0,,,,,,3.0,1.0,1.0,,,,,,,,
17,"Leslie, Martin",9,3,9,18,,,,,,,,,1.0,,,,,,,,,,
31,"McCormack, Brendan",19,4,9,28,2,1.0,,1.0,,,,,6.0,3.0,,,,,,,,,
19,"McLean, Michael",14,1,11,25,,,,1.0,,,,,1.0,2.0,,,,,,,,,
24,"Merrett, Roger",8,4,4,12,3,1.0,3.0,,,,,,1.0,6.0,,,,,,,,,
27,"Murphy, Michael",8,4,5,13,4,,,3.0,,,,,1.0,4.0,,,,,,,,,
26,"Noonan, Danny",7,6,11,18,,,,2.0,,,,,,3.0,,,,,,,,,
38,"Scott, Dion",5,4,6,11,,,18.0,1.0,,,,,2.0,,,,,,,,,,
15,"Spargo, Paul",5,2,2,7,,,,,,,,,1.0,1.0,,,,,,,,,
3,"Voss, Michael",13,6,14,27,,,,3.0,,,,,1.0,,,,,,,,,,
33,"White, Darryl",5,4,6,11,,,1.0,3.0,,,,,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,80,169,386,17,8.0,32.0,29.0,,,,,31.0,31.0,6.0,,,,,,,,
Opposition,Opposition,191,58,142,333,12,11.0,18.0,19.0,,,,,31.0,31.0,,,,,,,,,
