St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",24y 321d,77 (38-1-38 50.00%),53 (0.69),←,
26,"Dal Santo, Nick",29y 70d,244 (141-5-98 58.81%),135 (0.55),←,
24,"Dempster, Sean",29y 103d,144 (84-3-57 59.38%),17 (0.12),90 (49-3-38 56.11%),9 (0.10)
25,"Fisher, Sam",30y 297d,187 (113-4-70 61.50%),21 (0.11),←,
14,"Geary, Jarryn",24y 314d,78 (50-0-28 64.10%),14 (0.18),←,
19,"Gilbert, Sam",26y 257d,137 (82-4-51 61.31%),29 (0.21),←,
4,"Jones, Clinton",29y 90d,120 (76-4-40 65.00%),29 (0.24),←,
23,"Koschitzke, Justin",30y 225d,197 (109-3-85 56.09%),245 (1.24),←,
5,"McEvoy, Ben",23y 296d,75 (47-2-26 64.00%),22 (0.29),←,
44,"Milne, Stephen",33y 56d,263 (142-5-116 54.94%),553 (2.10),←,
11,"Montagna, Leigh",29y 182d,196 (119-4-73 61.73%),116 (0.59),←,
30,"Murdoch, Brodie",19y 102d,2 (0-0-2 0.00%),,←,
16,"Newnes, Jack",20y 68d,11 (6-0-5 54.55%),1 (0.09),←,
12,"Riewoldt, Nick",30y 198d,244 (132-5-107 55.12%),538 (2.20),←,
17,"Roberton, Dylan",21y 316d,43 (23-0-20 53.49%),6 (0.14),6 (1-0-5 16.67%),1 (0.17)
6,"Ross, Sebastian",19y 361d,4 (1-0-3 25.00%),1 (0.25),←,
21,"Saad, Ahmed",23y 206d,22 (10-0-12 45.45%),35 (1.59),←,
35,"Saunders, Josh",18y 245d,2 (0-0-2 0.00%),,←,
2,"Siposs, Arryn",20y 159d,19 (9-0-10 47.37%),17 (0.89),←,
28,"Stanley, Rhys",22y 153d,27 (15-0-12 55.56%),17 (0.63),←,
3,"Steven, Jack",23y 36d,57 (29-1-27 51.75%),45 (0.79),←,
34,"Wright, Nathan",19y 76d,4 (1-0-3 25.00%),,←,
Totals,Totals,25y 22d,2153 (1227-41-885 56.99%),1894 (0.88),,
C,"Watters, Scott",44y 98d,28 (13-0-15 46.43%),,←,
