Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
13,"Boyd, Tom",18y 352d,6 (1-0-5 16.67%),5 (0.83),←,
14,"Bugg, Tomas",21y 126d,46 (7-0-39 15.22%),12 (0.26),←,
21,"Buntine, Matt",20y 294d,13 (1-0-12 7.69%),,←,
1,"Davis, Phil",23y 344d,62 (17-0-45 27.42%),6 (0.10),44 (6-0-38 13.64%),5 (0.11)
15,"Golds, Tim",21y 125d,5 (0-0-5 0.00%),,←,
4,"Greene, Toby",20y 318d,50 (5-0-45 10.00%),17 (0.34),←,
33,"Hoskin-Elliott, Will",20y 341d,36 (4-0-32 11.11%),29 (0.81),←,
22,"Kelly, Josh",19y 178d,15 (3-0-12 20.00%),10 (0.67),←,
40,"Kennedy, Adam",22y 28d,52 (6-0-46 11.54%),4 (0.08),←,
11,"Lamb, Jed",21y 294d,20 (9-0-11 45.00%),15 (0.75),8 (0-0-8 0.00%),6 (0.75)
41,"Mumford, Shane",28y 35d,114 (73-2-39 64.91%),42 (0.37),14 (4-0-10 28.57%),3 (0.21)
24,"ORourke, Jonathan",20y 110d,7 (0-0-7 0.00%),,←,
7,"Palmer, Rhys",25y 177d,93 (25-0-68 26.88%),57 (0.61),40 (4-0-36 10.00%),34 (0.85)
12,"Patton, Jonathon",21y 81d,28 (5-0-23 17.86%),34 (1.21),←,
30,"Plowman, Lachie",19y 332d,15 (1-0-14 6.67%),1 (0.07),←,
23,"Shaw, Heath",28y 255d,188 (114-2-72 61.17%),37 (0.20),15 (4-0-11 26.67%),
5,"Shiel, Dylan",21y 153d,47 (5-0-42 10.64%),24 (0.51),←,
10,"Smith, Devon",21y 81d,56 (7-0-49 12.50%),47 (0.84),←,
20,"Tomlinson, Adam",20y 364d,42 (3-0-39 7.14%),15 (0.36),←,
17,"Treloar, Adam",21y 153d,55 (7-0-48 12.73%),31 (0.56),←,
8,"Ward, Callan",24y 121d,120 (39-0-81 32.50%),59 (0.49),60 (7-0-53 11.67%),26 (0.43)
29,"Williams, Zac",19y 323d,18 (1-0-17 5.56%),3 (0.17),←,
Totals,Totals,22y 9d,1088 (333-4-751 30.61%),448 (0.41),,
C,"Cameron, Leon",41y 341d,19 (4-0-15 21.05%),,←,
