St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
10,"Baker, Steven",29y 127d,178 (93-2-83 52.81%),34 (0.19),←,
14,"Ball, Luke",25y 124d,142 (90-0-52 63.38%),58 (0.41),←,
27,"Blake, Jason",28y 195d,161 (89-2-70 55.90%),33 (0.20),←,
16,"Clarke, Raphael",24y 2d,57 (38-0-19 66.67%),6 (0.11),←,
26,"Dal Santo, Nick",25y 216d,168 (99-2-67 59.52%),88 (0.52),←,
43,"Dawson, Zac",23y 216d,37 (24-0-13 64.86%),2 (0.05),23 (20-0-3 86.96%),2 (0.09)
24,"Dempster, Sean",25y 249d,82 (52-0-30 63.41%),14 (0.17),28 (17-0-11 60.71%),6 (0.21)
25,"Fisher, Sam",27y 78d,120 (78-1-41 65.42%),13 (0.11),←,
15,"Gardiner, Michael",30y 83d,158 (87-2-69 55.70%),100 (0.63),29 (21-0-8 72.41%),13 (0.45)
19,"Gilbert, Sam",23y 38d,61 (41-1-19 68.03%),12 (0.20),←,
18,"Goddard, Brendon",24y 129d,137 (88-0-49 64.23%),55 (0.40),←,
1,"Gram, Jason",25y 152d,101 (64-1-36 63.86%),51 (0.50),99 (63-1-35 64.14%),51 (0.52)
7,"Hayes, Lenny",29y 255d,214 (106-3-105 50.23%),72 (0.34),←,
38,"Jones, Clinton",25y 236d,50 (38-1-11 77.00%),16 (0.32),←,
2,"King, Steven",30y 308d,234 (128-2-104 55.13%),83 (0.35),41 (29-0-12 70.73%),8 (0.20)
23,"Koschitzke, Justin",27y 6d,142 (80-1-61 56.69%),171 (1.20),←,
32,"McQualter, Andrew",23y 109d,59 (40-0-19 67.80%),29 (0.49),←,
44,"Milne, Stephen",29y 202d,188 (100-2-86 53.72%),377 (2.01),←,
11,"Montagna, Leigh",25y 328d,122 (78-1-43 64.34%),69 (0.57),←,
22,"Ray, Farren",23y 187d,100 (57-1-42 57.50%),37 (0.37),25 (22-0-3 88.00%),5 (0.20)
12,"Riewoldt, Nick",26y 344d,182 (101-2-79 56.04%),398 (2.19),←,
13,"Schneider, Adam",25y 137d,141 (91-1-49 64.89%),161 (1.14),43 (31-0-12 72.09%),62 (1.44)
Totals,Totals,26y 136d,2834 (1662-25-1147 58.65%),1879 (0.66),,
C,"Lyon, Ross",42y 322d,72 (47-1-24 65.97%),,←,
