Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Amon, Karl",28y 351d,165 (90-0-75 54.55%),67 (0.41),41 (17-0-24 41.46%),12 (0.29)
22,"Breust, Luke",33y 267d,295 (178-2-115 60.68%),544 (1.84),←,
18,"Chol, Mabior",27y 188d,79 (41-1-37 52.53%),109 (1.38),18 (9-0-9 50.00%),31 (1.72)
16,"DAmbrosio, Massimo",21y 60d,35 (20-0-15 57.14%),10 (0.29),19 (11-0-8 57.89%),5 (0.26)
12,"Day, Will",23y 60d,68 (26-0-42 38.24%),13 (0.19),←,
35,"Dear, Calsher",19y,12 (10-0-2 83.33%),13 (1.08),←,
8,"Frost, Sam",30y 342d,179 (67-2-110 37.99%),9 (0.05),88 (31-2-55 36.36%),1 (0.01)
33,"Ginnivan, Jack",21y 239d,60 (41-0-19 68.33%),79 (1.32),18 (10-0-8 55.56%),21 (1.17)
19,"Gunston, Jack",32y 293d,255 (155-1-99 60.98%),471 (1.85),224 (139-1-84 62.28%),429 (1.92)
15,"Hardwick, Blake",27y 181d,167 (74-2-91 44.91%),21 (0.13),←,
4,"Impey, Jarman",29y 26d,192 (91-0-101 47.40%),63 (0.33),117 (51-0-66 43.59%),29 (0.25)
9,"Jiath, Changkuoth",25y 52d,56 (21-0-35 37.50%),5 (0.09),←,
31,"Macdonald, Connor",21y 204d,61 (25-0-36 40.98%),44 (0.72),←,
17,"Meek, Lloyd",26y 104d,47 (23-0-24 48.94%),12 (0.26),32 (14-0-18 43.75%),9 (0.28)
13,"Moore, Dylan",25y,95 (35-1-59 37.37%),103 (1.08),←,
11,"Nash, Conor",26y 7d,93 (40-1-52 43.55%),17 (0.18),←,
3,"Newcombe, Jai",23y 2d,71 (29-2-40 42.25%),29 (0.41),←,
14,"Scrimshaw, Jack",25y 335d,102 (39-1-62 38.73%),11 (0.11),98 (39-1-58 40.31%),11 (0.11)
6,"Sicily, James",29y 211d,151 (75-1-75 50.00%),67 (0.44),←,
25,"Ward, Josh",20y 353d,40 (15-0-25 37.50%),5 (0.13),←,
34,"Watson, Nick",19y 162d,13 (7-0-6 53.85%),12 (0.92),←,
23,"Weddle, Josh",20y 71d,37 (17-0-20 45.95%),10 (0.27),←,
5,"Worpel, James",25y 193d,122 (50-2-70 41.80%),43 (0.35),←,
Totals,Totals,25y 145d,2395 (1169-16-1210 48.81%),1757 (0.73),,
C,"Mitchell, Sam",41y 297d,65 (26-0-39 40.00%),,←,
