Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",14,3,13,27,2,,,7.0,,,,,3.0,2.0,,,,,,,,,
22,"Bain, David",16,6,10,26,1,,,3.0,,,,,2.0,,,,,,,,,,
25,"Campbell, Matthew",3,,5,8,,1.0,,,,,,,1.0,1.0,,,,,,,,,
1,"Champion, Richard",13,7,5,18,1,,,2.0,,,,,1.0,2.0,,,,,,,,,
12,"Clarke, Troy",5,3,12,17,,,,,,,,,,1.0,,,,,,,,,
4,"Gastev, John",9,5,10,19,2,,,2.0,,,,,2.0,,,,,,,,,,
34,"Green, Ashley",5,3,3,8,,,,5.0,,,,,1.0,,,,,,,,,,
14,"Hamilton, Shane",10,2,2,12,1,,,1.0,,,,,,3.0,,,,,,,,,
32,"Hart, Shaun",19,6,5,24,,,,1.0,,,,,,1.0,,,,,,,,,
11,"Hutton, John",13,6,6,19,,1.0,,2.0,,,,,2.0,4.0,,,,,,,,,
8,"Jeffrey, Russell",13,3,5,18,,,,2.0,,,,,1.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",6,2,4,10,,,2.0,,,,,,,,,,,,,,,,
17,"Leslie, Martin",13,6,4,17,1,,,4.0,,,,,2.0,4.0,,,,,,,,,
40,"McLuckie, Steven",17,5,11,28,,1.0,,3.0,,,,,,1.0,,,,,,,,,
24,"Merrett, Roger",3,2,7,10,,,,2.0,,,,,3.0,2.0,,,,,,,,,
26,"Noonan, Danny",20,7,2,22,1,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
27,"Rendell, Matthew",4,2,1,5,,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,
6,"Retzlaff, Brendon",18,7,2,20,1,,,1.0,,,,,,,,,,,,,,,
23,"Schache, Laurence",6,4,2,8,3,,2.0,1.0,,,,,,2.0,,,,,,,,,
33,"White, Darryl",17,7,9,26,3,,2.0,2.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,224,86,118,342,16,6.0,8.0,43.0,,,,,23.0,26.0,,,,,,,,,
Opposition,Opposition,230,72,126,356,20,17.0,18.0,16.0,,,,,26.0,23.0,6.0,,,,,,,,
