Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",24y 355d,72 (50-0-22 69.44%),44 (0.61),←,
31,"Bailey, Dean",24y 106d,46 (31-1-14 68.48%),17 (0.37),←,
8,"Bewick, Darren",23y 256d,59 (40-0-19 67.80%),94 (1.59),←,
37,"Considine, Ed",22y 227d,43 (31-0-12 72.09%),12 (0.28),←,
23,"Cransberg, Peter",23y 279d,31 (24-0-7 77.42%),27 (0.87),←,
6,"Daniher, Anthony",28y 103d,191 (102-0-89 53.40%),76 (0.40),76 (53-0-23 69.74%),14 (0.18)
7,"Daniher, Chris",25y 34d,13 (9-0-4 69.23%),3 (0.23),←,
15,"Ezard, Alan",28y 19d,151 (104-0-47 68.87%),189 (1.25),←,
16,"Hamilton, Paul",23y 319d,100 (59-1-40 59.50%),6 (0.06),←,
1,"Harvey, Mark",25y 327d,106 (76-0-30 71.70%),146 (1.38),←,
45,"Heard, Shane",32y 280d,162 (87-3-72 54.63%),39 (0.24),←,
13,"Long, Michael",21y 215d,55 (41-0-14 74.55%),40 (0.73),←,
27,"Madden, Simon",33y 125d,354 (214-2-138 60.73%),538 (1.52),←,
12,"OBrien, Craig",21y 62d,15 (11-0-4 73.33%),13 (0.87),←,
10,"ODonnell, Gary",25y 357d,77 (53-0-24 68.83%),20 (0.26),←,
14,"Plain, Bradley",21y 221d,27 (21-0-6 77.78%),48 (1.78),←,
3,"Salmon, Paul",26y 104d,130 (81-1-48 62.69%),309 (2.38),←,
19,"Somerville, Peter",22y 300d,17 (13-0-4 76.47%),19 (1.12),←,
17,"Sporn, Kieran",24y 249d,36 (26-0-10 72.22%),35 (0.97),←,
32,"Watson, Tim",29y 295d,268 (169-3-96 63.62%),298 (1.11),←,
Totals,Totals,25y 193d,1953 (1242-11-700 63.59%),1973 (1.01),,
C,"Sheedy, Kevin",43y 131d,244 (166-1-77 68.24%),,←,
