Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",32y 239d,193 (109-1-83 56.74%),769 (3.98),187 (104-1-82 55.88%),759 (4.06)
6,"Barnes, John",24y 361d,52 (28-1-23 54.81%),21 (0.40),40 (22-0-18 55.00%),9 (0.22)
9,"Breuer, Shayne",21y 260d,9 (5-0-4 55.56%),7 (0.78),←,
16,"Brownless, Bill",27y 120d,141 (77-1-63 54.96%),339 (2.40),←,
2,"Colbert, Leigh",18y 355d,14 (10-0-4 71.43%),2 (0.14),←,
28,"Darcy, Tim",30y 133d,162 (87-0-75 53.70%),66 (0.41),←,
33,"Forssman, Darren",23y 256d,43 (28-0-15 65.12%),30 (0.70),←,
14,"Handley, Steven",23y 309d,40 (24-0-16 60.00%),23 (0.57),←,
42,"Hickmott, Adrian",22y 59d,19 (12-0-7 63.16%),9 (0.47),←,
29,"Hinkley, Ken",27y 240d,101 (57-0-44 56.44%),65 (0.64),90 (53-0-37 58.89%),44 (0.49)
32,"Hocking, Garry",25y 232d,128 (73-1-54 57.42%),127 (0.99),←,
1,"Hocking, Steve",29y 130d,186 (101-0-85 54.30%),10 (0.05),←,
21,"Mansfield, Michael",22y 293d,58 (33-0-25 56.90%),41 (0.71),←,
17,"McGrath, Tim",23y 233d,61 (38-0-23 62.30%),4 (0.07),54 (34-0-20 62.96%),4 (0.07)
31,"Mensch, David",21y 287d,22 (17-0-5 77.27%),29 (1.32),←,
20,"OReilly, Stephen",21y 200d,21 (12-0-9 57.14%),5 (0.24),←,
23,"Pickering, Liam",25y 261d,43 (21-0-22 48.84%),20 (0.47),21 (12-0-9 57.14%),12 (0.57)
15,"Riccardi, Peter",21y 162d,46 (30-0-16 65.22%),36 (0.78),←,
8,"Scott, Robert",25y 88d,129 (74-1-54 57.75%),164 (1.27),←,
10,"Tanner, Grant",23y 308d,2 (1-0-1 50.00%),1 (0.50),←,
4,"Wills, Andrew",22y 145d,42 (29-0-13 69.05%),30 (0.71),←,
Totals,Totals,24y 222d,1512 (866-5-641 57.28%),1798 (1.19),,
C,"Blight, Malcolm",44y 101d,144 (84-0-60 58.33%),,128 (78-0-50 60.94%),
