Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Athorn, Mark",9.0,1.0,6.0,15,,,,,,,,,2.0,3.0,,,,,,,,,
30,"Bayes, Mark",13.0,9.0,4.0,17,,3.0,,2.0,,,,,,1.0,,,,,,,,,
16,"Bolton, David",4.0,,1.0,5,,,,,,,,,,1.0,,,,,,,,,
39,"Capper, Warwick",9.0,5.0,3.0,12,4.0,3.0,,,,,,,1.0,2.0,,,,,,,,,
7,"Carroll, Dennis",13.0,2.0,8.0,21,1.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,
29,"Cordy, Neil",9.0,3.0,7.0,16,,,,2.0,,,,,2.0,,,,,,,,,,
1,"Hawke, Paul",2.0,1.0,9.0,11,,,,,,,,,2.0,2.0,,,,,,,,,
9,"Henwood, Wayne",5.0,2.0,5.0,10,1.0,,4.0,2.0,,,,,1.0,1.0,,,,,,,,,
47,"Higgins, Leon",15.0,2.0,4.0,19,,,,3.0,,,,,1.0,,,,,,,,,,
19,"John, Gareth",4.0,6.0,4.0,8,,,16.0,,,,,,,2.0,,,,,,,,,
39,"Kerr, Robert",7.0,2.0,5.0,12,,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
3,"Lewis, Dale",12.0,4.0,3.0,15,,2.0,,3.0,,,,,2.0,2.0,,,,,,,,,
45,"McKenzie, Warren",3.0,,4.0,7,1.0,,3.0,,,,,,2.0,3.0,,,,,,,,,
10,"Mitchell, Barry",14.0,3.0,11.0,25,2.0,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
35,"Murphy, David",10.0,,5.0,15,,,,,,,,,3.0,,,,,,,,,,
40,"Nettelbeck, Craig",,,3.0,3,,,1.0,1.0,,,,,,1.0,,,,,,,,,
15,"Toohey, Bernard",19.0,6.0,6.0,25,,,,3.0,,,,,4.0,1.0,,,,,,,,,
20,"West, Jim",4.0,4.0,,4,,2.0,,2.0,,,,,,,,,,,,,,,
2,"Williams, Greg",8.0,2.0,12.0,20,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,
26,"Wright, Stephen",5.0,2.0,6.0,11,,,,3.0,,,,,1.0,2.0,,,,,,,,,
Totals,Totals,165.0,54.0,106.0,271,10.0,15.0,25.0,28.0,,,,,27.0,24.0,,,,,,,,,
Opposition,Opposition,228.0,71.0,103.0,331,25.0,16.0,25.0,32.0,,,,,24.0,27.0,6.0,,,,,,,,
