Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",32y 78d,281 (155-0-126 55.16%),248 (0.88),158 (71-0-87 44.94%),128 (0.81)
21,"Black, Heath",28y 356d,189 (76-0-113 40.21%),79 (0.42),135 (54-0-81 40.00%),60 (0.44)
26,"Bradley, Kepler",22y 187d,50 (13-1-36 27.00%),15 (0.30),1 (0-0-1 0.00%),1 (1.00)
15,"Crowley, Ryan",24y 74d,58 (28-0-30 48.28%),49 (0.84),←,
25,"Dodd, Steven",24y 333d,67 (33-0-34 49.25%),4 (0.06),←,
30,"Drum, Marcus",21y 17d,12 (5-0-7 41.67%),5 (0.42),←,
41,"Duffield, Paul",23y 103d,16 (6-0-10 37.50%),3 (0.19),←,
33,"Farmer, Jeff",30y 329d,237 (110-0-127 46.41%),472 (1.99),119 (58-0-61 48.74%),213 (1.79)
43,"Hayden, Roger",27y 161d,87 (45-0-42 51.72%),7 (0.08),←,
35,"Ibbotson, Garrick",20y 64d,6 (1-0-5 16.67%),4 (0.67),←,
37,"Johnson, Michael",23y 211d,61 (32-0-29 52.46%),10 (0.16),←,
8,"McManus, Shaun",32y 99d,222 (88-0-134 39.64%),93 (0.42),←,
18,"McPharlin, Luke",26y 169d,120 (63-0-57 52.50%),80 (0.67),108 (55-0-53 50.93%),77 (0.71)
16,"Mundy, David",22y 303d,72 (36-0-36 50.00%),16 (0.22),←,
10,"Palmer, Rhys",19y 95d,7 (1-0-6 14.29%),4 (0.57),←,
29,"Pavlich, Matthew",26y 139d,183 (80-0-103 43.72%),338 (1.85),←,
7,"Peake, Brett",24y 318d,44 (25-0-19 56.82%),23 (0.52),←,
31,"Sandilands, Aaron",25y 164d,101 (53-0-48 52.48%),29 (0.29),←,
3,"Schammer, Byron",22y 332d,92 (51-0-41 55.43%),27 (0.29),←,
6,"Solomon, Dean",28y 130d,184 (101-1-82 55.16%),72 (0.39),26 (9-0-17 34.62%),16 (0.62)
20,"Tarrant, Chris",27y 243d,187 (84-0-103 44.92%),340 (1.82),26 (9-0-17 34.62%),41 (1.58)
22,"Thornton, Scott",25y 250d,61 (29-0-32 47.54%),6 (0.10),←,
Totals,Totals,25y 189d,2337 (1115-2-1220 47.71%),1924 (0.82),,
C,"Harvey, Mark",42y 342d,15 (5-0-10 33.33%),,←,
