Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39 ↓,"Bailey, Max",3,,2,5,,,25.0,3.0,1.0,,1.0,,1.0,,,3.0,3.0,,,2.0,,,54.0
14,"Birchall, Grant",14,1,9,23,,,,1.0,6.0,4.0,2.0,1.0,2.0,,,11.0,12.0,,,3.0,2.0,,86.0
22,"Breust, Luke",4,2,4,8,,1.0,,6.0,,2.0,,2.0,,1.0,,4.0,4.0,1.0,1.0,,1.0,,81.0
9,"Burgoyne, Shaun",5,1,8,13,,1.0,,2.0,,2.0,2.0,,1.0,,,5.0,8.0,,1.0,2.0,,,80.0
41,"Duryea, Taylor",8,2,4,12,,,,1.0,3.0,4.0,1.0,3.0,1.0,1.0,,8.0,6.0,1.0,,2.0,,2.0,84.0
23,"Franklin, Lance",10,6,4,14,4,2.0,,3.0,,2.0,,3.0,3.0,3.0,,11.0,6.0,2.0,5.0,1.0,,,91.0
6,"Gibson, Josh",6,4,12,18,,,,2.0,3.0,,,2.0,2.0,,,12.0,7.0,1.0,,11.0,,,94.0
18,"Guerra, Brent",6,3,5,11,,,,,3.0,,,,1.0,,,2.0,9.0,,,2.0,,,83.0
19,"Gunston, Jack",7,5,7,14,3,,,6.0,,1.0,1.0,1.0,,,,6.0,7.0,1.0,3.0,,,,88.0
20,"Hale, David",3,2,8,11,1,,17.0,4.0,,2.0,2.0,3.0,1.0,3.0,,7.0,4.0,2.0,1.0,1.0,,,91.0
10,"Hill, Bradley",13,4,3,16,1,,,1.0,2.0,4.0,2.0,2.0,,1.0,,8.0,8.0,1.0,1.0,,,1.0,78.0
15,"Hodge, Luke",10,4,5,15,1,,1.0,2.0,1.0,1.0,1.0,1.0,,,3.0,9.0,8.0,2.0,,2.0,,1.0,76.0
17,"Lake, Brian",11,8,8,19,,,,1.0,3.0,1.0,,3.0,1.0,,,9.0,9.0,5.0,,5.0,,,96.0
3,"Lewis, Jordan",8,2,6,14,,,3.0,3.0,,5.0,,3.0,,,,3.0,11.0,,,,,2.0,89.0
5,"Mitchell, Sam",15,4,9,24,1,2.0,,3.0,2.0,5.0,6.0,1.0,2.0,,,9.0,16.0,,1.0,4.0,,1.0,88.0
28,"Puopolo, Paul",10,1,7,17,,2.0,,4.0,,2.0,1.0,,1.0,,,11.0,7.0,,,1.0,1.0,,76.0
2,"Roughead, Jarryd",9,3,4,13,4,,5.0,3.0,,2.0,1.0,3.0,1.0,1.0,,6.0,8.0,,3.0,2.0,,1.0,90.0
12,"Sewell, Brad",12,1,5,17,,,,4.0,1.0,3.0,2.0,3.0,1.0,1.0,,6.0,11.0,,,,,,81.0
26,"Shiels, Liam",9,2,4,13,,,,4.0,2.0,7.0,5.0,1.0,1.0,1.0,,6.0,9.0,,,2.0,,,85.0
32 ↑,"Simpkin, Jonathan",4,1,5,9,,,,,,3.0,,,,,,4.0,5.0,,,,,2.0,29.0
16,"Smith, Isaac",6,3,5,11,,1.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,3.0,8.0,,1.0,,1.0,,87.0
24,"Stratton, Ben",10,3,8,18,,,,1.0,2.0,1.0,1.0,3.0,2.0,,,7.0,11.0,,,7.0,1.0,,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,62,132,315,15,12.0,51.0,55.0,31.0,53.0,30.0,37.0,22.0,13.0,3.0,150.0,177.0,16.0,17.0,47.0,6.0,10.0,
Opposition,Opposition,205,81,129,334,13,9.0,44.0,67.0,28.0,50.0,51.0,44.0,13.0,22.0,3.0,136.0,199.0,9.0,20.0,44.0,11.0,10.0,
