Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
15,"Allan, Ben",23y 237d,42 (28-0-14 66.67%),29 (0.69),←,
8,"Anderson, Dean",24y 312d,75 (54-0-21 72.00%),73 (0.97),←,
7,"Ayres, Gary",31y 254d,249 (183-1-65 73.69%),69 (0.28),←,
4,"Collins, Andrew",27y 44d,112 (83-0-29 74.11%),29 (0.26),←,
3,"Condon, Anthony",24y 185d,70 (51-0-19 72.86%),28 (0.40),←,
14,"Dear, Greg",29y 52d,118 (91-0-27 77.12%),18 (0.15),←,
19,"Dunstall, Jason",27y 299d,156 (122-0-34 78.21%),720 (4.62),←,
16,"Gowers, Andrew",23y 58d,33 (25-0-8 75.76%),15 (0.45),←,
6,"Hall, Tony",27y 266d,66 (53-0-13 80.30%),103 (1.56),←,
17,"Hudson, Paul",21y 324d,43 (31-0-12 72.09%),81 (1.88),←,
11,"Jarman, Darren",25y 132d,35 (24-0-11 68.57%),57 (1.63),←,
1,"Jencke, Ray",26y 75d,105 (76-0-29 72.38%),23 (0.22),←,
24,"Langford, Chris",29y 158d,205 (155-1-49 75.85%),28 (0.14),←,
12,"Lawrence, Stephen",23y 47d,60 (41-0-19 68.33%),17 (0.28),←,
38,"McCrabb, Austin",27y 133d,39 (22-0-17 56.41%),4 (0.10),3 (2-0-1 66.67%),
28,"McDonald, Alex",22y 116d,11 (7-0-4 63.64%),7 (0.64),←,
44,"Platten, John",29y 83d,148 (111-0-37 75.00%),155 (1.05),←,
18,"Pritchard, Darrin",26y 79d,114 (85-0-29 74.56%),63 (0.55),←,
25,"Taylor, Jason",23y 259d,18 (7-0-11 38.89%),9 (0.50),11 (6-0-5 54.55%),5 (0.45)
10,"Wittman, Chris",26y 283d,89 (68-0-21 76.40%),61 (0.69),←,
Totals,Totals,26y 24d,1788 (1317-2-469 73.66%),1589 (0.89),,
C,"Joyce, Alan",49y 231d,60 (46-0-14 76.67%),,←,
