Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Biddiscombe, Craig",13,3,3,16,,,,,1.0,2.0,1.0,1.0,,1.0,,7.0,10.0,,,1.0,,,
11,"Bowden, Joel",13,8,10,23,,,2.0,3.0,4.0,4.0,2.0,2.0,,1.0,,6.0,16.0,2.0,,1.0,2.0,,
17,"Broderick, Paul",14,3,10,24,3,,,3.0,3.0,2.0,8.0,,6.0,1.0,,14.0,11.0,,2.0,3.0,,,
15,"Cameron, Leon",15,4,7,22,,,,,5.0,3.0,,1.0,1.0,,,7.0,13.0,,,1.0,1.0,,
9,"Campbell, Wayne",,,,,,,,,,,,,,,,,,,,,,,
6,"Chaffey, Mark",18,3,6,24,,,,1.0,2.0,5.0,,2.0,1.0,,,5.0,19.0,,,4.0,,,
10,"Daffy, Nick",16,4,6,22,,2.0,,3.0,2.0,7.0,2.0,3.0,,2.0,,4.0,15.0,,,,2.0,,
7,"Dragicevic, Marc",3,2,1,4,,1.0,,,,1.0,,,,,,3.0,2.0,2.0,1.0,1.0,,,
14,"Fiora, Aaron",2,2,1,3,,,,,,2.0,,1.0,,,,,3.0,,,1.0,2.0,,
25,"Gale, Brendon",10,6,5,15,1,,18.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,,8.0,9.0,1.0,1.0,2.0,,,
2,"Gaspar, Darren",1,,7,8,,,,1.0,1.0,,1.0,1.0,1.0,,,4.0,4.0,,,3.0,,,
1,"Hilton, Rory",16,6,5,21,,,,5.0,3.0,4.0,4.0,,2.0,1.0,,7.0,14.0,1.0,,3.0,8.0,,
16,"Holland, Ben",14,9,3,17,2,,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,,11.0,6.0,6.0,2.0,1.0,,,
23,"James, Aaron",7,2,1,8,,,1.0,2.0,2.0,2.0,,1.0,,,,3.0,5.0,,,1.0,,,
39,"Kellaway, Andrew",10,11,8,18,,,,3.0,5.0,1.0,,1.0,1.0,2.0,,5.0,13.0,2.0,,1.0,,,
21,"King, Clinton",4,2,5,9,1,,,1.0,1.0,1.0,1.0,1.0,,,,3.0,6.0,,,1.0,1.0,,
33,"Knights, Matthew",11,5,6,17,3,1.0,,3.0,1.0,1.0,,2.0,1.0,2.0,,9.0,8.0,1.0,2.0,,,,
5,"Ottens, Brad",7,4,4,11,2,1.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,,,6.0,5.0,2.0,2.0,4.0,,,
32,"Tivendale, Greg",9,1,5,14,2,,,2.0,2.0,2.0,,4.0,1.0,1.0,,7.0,7.0,,,,1.0,,
29,"Torney, Jason",10,8,12,22,2,1.0,,3.0,2.0,5.0,6.0,1.0,1.0,,1.0,13.0,9.0,1.0,,1.0,3.0,,
42,"Vardy, Royce",4,1,12,16,,,,1.0,2.0,,1.0,5.0,,,,9.0,7.0,1.0,,1.0,,,
31,"White, James",8,2,5,13,1,2.0,,,,3.0,,2.0,1.0,1.0,,6.0,5.0,1.0,1.0,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,86,122,327,17,10.0,30.0,35.0,40.0,53.0,31.0,32.0,21.0,14.0,1.0,137.0,187.0,20.0,11.0,31.0,20.0,,
Opposition,Opposition,195,87,121,316,17,19.0,29.0,26.0,34.0,69.0,39.0,27.0,14.0,21.0,5.0,129.0,182.0,14.0,16.0,30.0,13.0,,
