Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
23,"Bolton, Mark",25y 148d,80 (47-1-32 59.38%),32 (0.40),←,
37,"Bullen, Marcus",22y 48d,35 (22-0-13 62.86%),8 (0.23),←,
31,"Fletcher, Dustin",29y 114d,222 (153-3-66 69.59%),60 (0.27),←,
39,"Haynes, Ben",23y 63d,21 (11-0-10 52.38%),11 (0.52),16 (8-0-8 50.00%),11 (0.69)
19,"Hille, David",23y 88d,70 (41-0-29 58.57%),54 (0.77),←,
5,"Hird, James",31y 207d,204 (129-5-70 64.46%),296 (1.45),←,
1,"Johnson, Mark",26y 98d,128 (90-1-37 70.70%),46 (0.36),←,
26,"Laycock, Jason",19y 299d,4 (2-0-2 50.00%),1 (0.25),←,
18,"Lloyd, Matthew",26y 135d,187 (118-2-67 63.64%),688 (3.68),←,
42,"Lovett-Murray, Nathan",21y 285d,19 (11-0-8 57.89%),21 (1.11),←,
25,"Lucas, Scott",26y 243d,179 (114-1-64 63.97%),251 (1.40),←,
10,"McVeigh, Mark",23y 216d,97 (59-1-37 61.34%),38 (0.39),←,
2,"Mercuri, Mark",30y 190d,206 (138-3-65 67.72%),242 (1.17),←,
28,"Murphy, Justin",28y 127d,166 (75-0-91 45.18%),146 (0.88),21 (12-0-9 57.14%),23 (1.10)
11,"Peverill, Damien",25y 48d,75 (44-1-30 59.33%),17 (0.23),←,
9,"Ramanauskas, Adam",23y 284d,106 (73-1-32 69.34%),53 (0.50),←,
7,"Solomon, Dean",24y 233d,120 (83-0-37 69.17%),48 (0.40),←,
34,"Stanton, Brent",18y 120d,13 (5-0-8 38.46%),6 (0.46),←,
4,"Watson, Jobe",19y 203d,6 (4-0-2 66.67%),4 (0.67),←,
6,"Wellman, Sean",29y 344d,210 (127-3-80 61.19%),34 (0.16),176 (114-2-60 65.34%),25 (0.14)
12,"Welsh, Andrew",21y 200d,57 (31-1-25 55.26%),6 (0.11),←,
8,"Winderlich, Jason",19y 324d,9 (4-0-5 44.44%),3 (0.33),←,
Totals,Totals,24y 216d,2214 (1381-23-810 62.38%),2065 (0.93),,
C,"Sheedy, Kevin",56y 249d,567 (364-6-197 64.73%),,←,
