St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
36,"Allen, Jarryd",20y 166d,2 (2-0-0 100.00%),,←,
20,"Armitage, David",20y 12d,11 (5-0-6 45.45%),7 (0.64),←,
14,"Ball, Luke",24y 34d,118 (69-0-49 58.47%),53 (0.45),←,
27,"Blake, Jason",27y 105d,125 (60-2-63 48.80%),29 (0.23),←,
26,"Dal Santo, Nick",24y 127d,133 (71-2-60 54.14%),68 (0.51),←,
24,"Dempster, Sean",24y 160d,65 (40-0-25 61.54%),10 (0.15),11 (5-0-6 45.45%),2 (0.18)
40,"Eddy, Robert",20y 173d,2 (2-0-0 100.00%),1 (0.50),←,
25,"Fisher, Sam",25y 354d,85 (50-1-34 59.41%),6 (0.07),←,
28,"Gardiner, Charlie",25y 119d,59 (36-0-23 61.02%),32 (0.54),8 (5-0-3 62.50%),7 (0.88)
19,"Gilbert, Sam",21y 314d,28 (15-1-12 55.36%),10 (0.36),←,
18,"Goddard, Brendon",23y 39d,102 (60-0-42 58.82%),34 (0.33),←,
1,"Gram, Jason",24y 62d,66 (36-1-29 55.30%),28 (0.42),64 (35-1-28 55.47%),28 (0.44)
33,"Gwilt, James",21y 322d,17 (8-0-9 47.06%),3 (0.18),←,
35,"Harvey, Robert",36y 312d,372 (187-4-181 50.81%),211 (0.57),←,
8,"Hudghton, Max",31y 300d,217 (98-3-116 45.85%),14 (0.06),←,
38,"Jones, Clinton",24y 147d,15 (9-1-5 63.33%),4 (0.27),←,
2,"King, Steven",29y 219d,204 (105-2-97 51.96%),79 (0.39),11 (6-0-5 54.55%),4 (0.36)
23,"Koschitzke, Justin",25y 282d,109 (53-1-55 49.08%),114 (1.05),←,
32,"McQualter, Andrew",22y 19d,26 (13-0-13 50.00%),5 (0.19),←,
44,"Milne, Stephen",28y 112d,154 (73-2-79 48.05%),302 (1.96),←,
11,"Montagna, Leigh",24y 239d,87 (50-1-36 58.05%),57 (0.66),←,
12,"Riewoldt, Nick",25y 255d,147 (73-2-72 50.34%),280 (1.90),←,
Totals,Totals,25y 43d,2144 (1115-23-1006 52.01%),1347 (0.63),,
C,"Lyon, Ross",41y 233d,36 (18-1-17 51.39%),,←,
