Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",26y 166d,115 (41-1-73 36.09%),81 (0.70),60 (34-0-26 56.67%),68 (1.13)
33,"Barlow, Kris",28y 20d,48 (26-0-22 54.17%),31 (0.65),←,
17,"Chick, Daniel",25y 175d,123 (61-2-60 50.41%),124 (1.01),←,
25,"Clarke, Tim",19y 124d,15 (10-0-5 66.67%),6 (0.40),←,
35,"Cox, Adrian",20y 330d,8 (3-0-5 37.50%),3 (0.38),←,
9,"Crawford, Shane",26y 329d,173 (87-2-84 50.87%),140 (0.81),←,
19,"Dixon, Ben",24y 51d,89 (49-1-39 55.62%),133 (1.49),←,
34,"Graham, Mark",28y 144d,157 (73-2-82 47.13%),52 (0.33),←,
29,"Greene, Steven",19y 191d,4 (3-0-1 75.00%),1 (0.25),←,
3,"Hay, Jonathan",21y 356d,78 (38-1-39 49.36%),9 (0.12),←,
14,"Hazell, Tim",20y 52d,5 (3-0-2 60.00%),3 (0.60),←,
8,"Johnson, Brett",19y 280d,17 (10-0-7 58.82%),4 (0.24),←,
37,"Lekkas, Angelo",25y 36d,104 (47-1-56 45.67%),39 (0.38),←,
15,"Lord, Aaron",26y 14d,121 (62-2-57 52.07%),149 (1.23),89 (39-1-49 44.38%),130 (1.46)
7,"McCabe, Luke",24y 359d,111 (54-1-56 49.10%),10 (0.09),←,
20,"Rawlings, Jade",23y 299d,65 (33-0-32 50.77%),21 (0.32),←,
52,"Rehn, Shaun",29y 352d,144 (80-1-63 55.90%),60 (0.42),10 (8-0-2 80.00%),5 (0.50)
11,"Smith, Joel",24y 93d,110 (58-1-51 53.18%),69 (0.63),52 (29-1-22 56.73%),18 (0.35)
4,"Tallis, Rayden",26y 56d,111 (53-0-58 47.75%),14 (0.13),←,
23,"Thompson, Nathan",23y 171d,60 (34-1-25 57.50%),83 (1.38),←,
21,"Vandenberg, Richard",24y 202d,34 (16-1-17 48.53%),6 (0.18),←,
30,"Woods, Tony",32y 33d,167 (76-2-89 46.11%),35 (0.21),136 (60-2-74 44.85%),25 (0.18)
Totals,Totals,24y 224d,1859 (917-19-923 49.33%),1073 (0.58),,
C,"Schwab, Peter",40y 316d,41 (24-0-17 58.54%),,←,
