West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Allen, Oscar",10,7,4,14,3,1.0,,2.0,,6.0,,2.0,3.0,,,4.0,10.0,,2.0,,,,86.0
37,"Barrass, Tom",10,6,7,17,,,1.0,,3.0,2.0,,1.0,1.0,1.0,,10.0,8.0,1.0,,13.0,,,100.0
39,"Clark, Greg",4,2,11,15,,1.0,,4.0,1.0,,,2.0,,1.0,,3.0,12.0,,,3.0,,,89.0
28,"Cole, Tom",6,3,8,14,,,,3.0,3.0,,,4.0,,3.0,,5.0,10.0,,,1.0,,,76.0
49,"Culley, Jai",1,,11,12,,,,6.0,,,1.0,5.0,,1.0,,5.0,7.0,,,,,,70.0
27,"Darling, Jack",6,4,4,10,,2.0,,,,1.0,,1.0,,1.0,,4.0,9.0,1.0,2.0,2.0,,1.0,85.0
14,"Duggan, Liam",12,8,7,19,,,,5.0,2.0,,,5.0,1.0,3.0,,5.0,13.0,,,4.0,1.0,1.0,87.0
16,"Edwards, Luke",8,2,8,16,,,,,1.0,,4.0,1.0,2.0,,,12.0,7.0,,,1.0,,,78.0
3,"Gaff, Andrew",13,2,11,24,,,,9.0,2.0,3.0,6.0,4.0,2.0,2.0,,10.0,12.0,,,2.0,,2.0,81.0
7,"Ginbey, Reuben",3,,11,14,,,,5.0,1.0,1.0,3.0,4.0,,1.0,,7.0,7.0,,,,,,73.0
8,"Hewett, Elijah",1,1,7,8,,,,,,,2.0,1.0,,1.0,,4.0,5.0,,,1.0,,,79.0
19,"Hough, Brady",5,1,2,7,,,,,1.0,,1.0,1.0,,1.0,,2.0,6.0,,,3.0,,,85.0
5,"Hunt, Jayden",15,7,5,20,1,1.0,,3.0,4.0,2.0,2.0,5.0,,,,5.0,15.0,,1.0,1.0,1.0,,85.0
25,"Hurn, Shannon",8,2,4,12,,,,3.0,3.0,,,,,,,3.0,2.0,,,2.0,2.0,,65.0
31,"Jones, Jamaine",13,3,9,22,,,,5.0,3.0,1.0,1.0,3.0,,1.0,,8.0,14.0,,1.0,,,,81.0
11,"Kelly, Tim",19,6,17,36,2,,,5.0,4.0,10.0,5.0,4.0,1.0,,1.0,16.0,20.0,,,1.0,1.0,,80.0
44,"Long, Noah",3,3,8,11,1,,,2.0,,1.0,1.0,1.0,,,,5.0,5.0,1.0,1.0,,,,80.0
10,"Petrevski-Seton, Sam",7,4,3,10,1,,,5.0,,2.0,1.0,1.0,,,,3.0,8.0,,1.0,1.0,,1.0,81.0
35 ↑,"Rotham, Josh",2,1,,2,,,,,2.0,,,1.0,,,,,3.0,,,,,,24.0
2,"Waterman, Jake",10,4,3,13,,1.0,6.0,5.0,,2.0,,3.0,2.0,2.0,,4.0,11.0,,,1.0,,2.0,86.0
36,"West, Connor",5,2,6,11,1,1.0,,3.0,,2.0,,5.0,2.0,3.0,,7.0,4.0,,,1.0,,,93.0
32,"Williams, Bailey",9,2,8,17,,,19.0,3.0,3.0,3.0,4.0,7.0,2.0,1.0,,8.0,9.0,,,,,,83.0
6 ↓,"Yeo, Elliot",9,5,3,12,,,,,5.0,2.0,,2.0,,,,2.0,9.0,1.0,,2.0,,,53.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,75,157,336,9,9.0,26.0,68.0,38.0,38.0,31.0,63.0,16.0,22.0,1.0,132.0,206.0,4.0,8.0,39.0,5.0,7.0,
Opposition,Opposition,230,95,185,415,19,12.0,48.0,79.0,28.0,58.0,37.0,57.0,22.0,16.0,5.0,153.0,257.0,8.0,16.0,49.0,5.0,18.0,
