Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",24y 284d,98 (58-1-39 59.69%),28 (0.29),←,
41,"Barlow, Ed",20y 218d,3 (1-1-1 50.00%),1 (0.33),←,
21,"Barry, Leo",30y 106d,213 (124-0-89 58.22%),54 (0.25),←,
42,"Bevan, Paul",22y 340d,64 (39-1-24 61.72%),13 (0.20),←,
6,"Bolton, Craig",27y 94d,149 (91-1-57 61.41%),23 (0.15),120 (74-1-45 62.08%),13 (0.11)
24,"Bolton, Jude",27y 171d,186 (103-2-81 55.91%),86 (0.46),←,
28,"Crouch, Jared",29y 181d,201 (109-1-91 54.48%),48 (0.24),←,
2,"Davis, Nick",27y 156d,164 (85-1-78 52.13%),230 (1.40),93 (55-1-37 59.68%),145 (1.56)
26,"Dempster, Sean",23y 225d,53 (35-0-18 66.04%),8 (0.15),←,
10,"Everitt, Peter",33y 122d,274 (105-3-166 38.87%),382 (1.39),22 (12-1-9 56.82%),15 (0.68)
12,"Fosdike, Nic",27y 188d,162 (88-2-72 54.94%),65 (0.40),←,
37,"Goodes, Adam",27y 237d,208 (115-2-91 55.77%),200 (0.96),←,
16,"Jolly, Darren",25y 300d,119 (65-1-53 55.04%),39 (0.33),71 (45-1-25 64.08%),28 (0.39)
31,"Kirk, Brett",30y 312d,170 (97-2-71 57.65%),66 (0.39),←,
9,"Malceski, Nick",23y 18d,44 (31-1-12 71.59%),22 (0.50),←,
4,"Mathews, Ben",28y 277d,195 (108-2-85 55.90%),44 (0.23),←,
3,"McVeigh, Jarrad",22y 148d,80 (48-1-31 60.63%),42 (0.52),←,
5,"OKeefe, Ryan",26y 221d,140 (83-1-56 59.64%),155 (1.11),←,
19,"OLoughlin, Michael",30y 194d,269 (155-3-111 58.18%),457 (1.70),←,
25,"Richards, Ted",24y 234d,78 (46-1-31 59.62%),25 (0.32),45 (27-1-17 61.11%),6 (0.13)
30,"Roberts-Thomson, Lewis",23y 359d,73 (48-0-25 65.75%),8 (0.11),←,
13,"Schneider, Adam",23y 113d,97 (60-1-36 62.37%),98 (1.01),←,
Totals,Totals,26y 171d,3040 (1694-28-1318 55.72%),2094 (0.69),,
C,"Roos, Paul",44y 67d,131 (81-1-49 62.21%),,←,
