Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",23y 216d,43 (22-0-21 51.16%),22 (0.51),←,
10,"Boak, Travis",30y 234d,244 (117-1-126 48.16%),162 (0.66),←,
26,"Bonner, Riley",22y 16d,24 (16-0-8 66.67%),3 (0.13),←,
3,"Burton, Ryan",22y 51d,48 (26-1-21 55.21%),5 (0.10),1 (1-0-0 100.00%),
18,"Butters, Zak",18y 196d,1 (1-0-0 100.00%),2 (2.00),←,
33,"Byrne-Jones, Darcy",23y 184d,65 (35-0-30 53.85%),6 (0.09),←,
17,"Clurey, Tom",25y,61 (37-0-24 60.66%),,←,
28,"Drew, Willem",20y 173d,1 (1-0-0 100.00%),,←,
21,"Duursma, Xavier",18y 259d,1 (1-0-0 100.00%),1 (1.00),←,
7,"Ebert, Brad",28y 355d,236 (110-1-125 46.82%),117 (0.50),160 (82-1-77 51.56%),84 (0.52)
9,"Gray, Robbie",30y 358d,200 (96-0-104 48.00%),295 (1.48),←,
43,"Houston, Dan",21y 315d,40 (24-0-16 60.00%),4 (0.10),←,
42,"Jonas, Tom",28y 73d,122 (63-1-58 52.05%),1 (0.01),←,
29,"Lycett, Scott",26y 178d,76 (49-0-27 64.47%),45 (0.59),1 (1-0-0 100.00%),
13,"Marshall, Todd",20y 166d,11 (9-0-2 81.82%),13 (1.18),←,
6,"Motlop, Steven",28y 11d,157 (103-2-52 66.24%),186 (1.18),22 (13-0-9 59.09%),11 (0.50)
2,"Powell-Pepper, Sam",21y 74d,39 (25-0-14 64.10%),21 (0.54),←,
11,"Rockliff, Tom",29y 29d,173 (58-0-115 33.53%),94 (0.54),19 (12-0-7 63.16%),7 (0.37)
20,"Rozee, Connor",19y 60d,1 (1-0-0 100.00%),,←,
4,"Ryder, Paddy",31y 9d,227 (113-4-110 50.66%),156 (0.69),57 (34-0-23 59.65%),39 (0.68)
23,"Watts, Jack",27y 362d,173 (56-2-115 32.95%),161 (0.93),20 (10-0-10 50.00%),18 (0.90)
39,"Westhoff, Justin",32y 173d,249 (119-1-129 47.99%),296 (1.19),←,
Totals,Totals,25y 9d,2192 (1082-13-1097 49.36%),1590 (0.73),,
C,"Hinkley, Ken",52y 174d,138 (78-0-60 56.52%),,←,
