Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",28y 320d,125 (71-0-54 56.80%),5 (0.04),61 (42-0-19 68.85%),
14,"Bergman, Miles",21y 277d,51 (34-0-17 66.67%),13 (0.25),←,
10,"Boak, Travis",34y 355d,342 (179-1-162 52.49%),202 (0.59),←,
3,"Burton, Ryan",26y 172d,132 (80-1-51 60.98%),21 (0.16),85 (55-0-30 64.71%),16 (0.19)
9,"Butters, Zak",22y 317d,86 (54-0-32 62.79%),52 (0.60),←,
22,"Dixon, Charlie",32y 302d,201 (105-1-95 52.49%),331 (1.65),136 (86-0-50 63.24%),237 (1.74)
28,"Drew, Willem",24y 294d,74 (47-0-27 63.51%),14 (0.19),←,
7,"Duursma, Xavier",23y 15d,66 (44-0-22 66.67%),31 (0.47),←,
31,"Evans, Francis",21y 333d,13 (12-0-1 92.31%),6 (0.46),6 (5-0-1 83.33%),3 (0.50)
6,"Farrell, Kane",24y 127d,65 (41-0-24 63.08%),40 (0.62),←,
11,"Finlayson, Jeremy",27y 163d,102 (59-3-40 59.31%),144 (1.41),36 (23-0-13 63.89%),54 (1.50)
18,"Horne-Francis, Jason",20y 31d,34 (16-0-18 47.06%),14 (0.41),17 (14-0-3 82.35%),10 (0.59)
5,"Houston, Dan",26y 71d,139 (89-0-50 64.03%),32 (0.23),←,
34,"Jones, Lachie",21y 104d,29 (16-0-13 55.17%),6 (0.21),←,
29,"Lycett, Scott",30y 299d,144 (93-0-51 64.58%),61 (0.42),69 (45-0-24 65.22%),16 (0.23)
4,"Marshall, Todd",24y 287d,91 (62-0-29 68.13%),129 (1.42),←,
41,"McEntee, Jed",22y 157d,25 (17-0-8 68.00%),17 (0.68),←,
12,"McKenzie, Trent",31y 110d,161 (70-0-91 43.48%),23 (0.14),55 (41-0-14 74.55%),1 (0.02)
2,"Powell-Pepper, Sam",25y 195d,132 (83-0-49 62.88%),93 (0.70),←,
15,"Rioli, Willie",28y 48d,64 (41-0-23 64.06%),77 (1.20),13 (10-0-3 76.92%),17 (1.31)
20,"Rozee, Connor",23y 181d,99 (63-0-36 63.64%),96 (0.97),←,
23,"Williams, Dylan",22y 21d,16 (14-0-2 87.50%),,←,
16,"Wines, Ollie",28y 288d,221 (132-0-89 59.73%),91 (0.41),←,
Totals,Totals,25y 305d,2412 (1422-6-984 58.96%),1498 (0.62),,
C,"Hinkley, Ken",56y 295d,241 (145-0-96 60.17%),,←,
