Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",5,2,1,6,,,,2.0,2.0,1.0,1.0,4.0,,4.0,,2.0,4.0,1.0,,3.0,1.0,,75.0
27,"Baird, John",4,4,7,11,1,,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,,4.0,7.0,,,1.0,1.0,,100.0
16,"Brown, Leigh",4,1,4,8,,,2.0,2.0,,2.0,2.0,3.0,,,,6.0,2.0,,,4.0,,1.0,100.0
23,"Clayton, Shane",4,2,1,5,,,,,1.0,2.0,,1.0,1.0,,,1.0,4.0,,,,3.0,1.0,35.0
2,"Colbert, Leigh",9,7,6,15,,,,,4.0,,1.0,1.0,,1.0,,4.0,11.0,,,5.0,,,100.0
6,"Grant, Shannon",17,4,14,31,2,1.0,,1.0,4.0,5.0,4.0,4.0,2.0,1.0,,12.0,19.0,,,1.0,3.0,1.0,92.0
31,"Hale, David",3,2,2,5,,,1.0,,1.0,,,,1.0,,,4.0,1.0,2.0,,2.0,,,29.0
39,"Harding, Leigh",6,2,1,7,4,1.0,,,,2.0,,,,,,2.0,3.0,,1.0,,,,76.0
29,"Harvey, Brent",15,6,8,23,3,1.0,,1.0,2.0,5.0,4.0,1.0,3.0,,,10.0,12.0,1.0,1.0,3.0,2.0,1.0,100.0
21,"Jones, Corey",14,3,2,16,1,1.0,1.0,10.0,,3.0,2.0,3.0,2.0,,,5.0,12.0,,2.0,5.0,,,82.0
34,"King, David",11,6,,11,1,3.0,,3.0,,4.0,,4.0,1.0,3.0,,5.0,7.0,1.0,2.0,1.0,2.0,1.0,91.0
35,"Makepeace, Troy",19,5,8,27,1,2.0,,5.0,6.0,3.0,3.0,3.0,1.0,,,11.0,13.0,,1.0,2.0,11.0,,100.0
32,"Morrell, Digby",2,3,2,4,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,4.0,,,,,1.0,74.0
19,"Motlop, Daniel",6,3,2,8,2,1.0,1.0,,,1.0,1.0,4.0,,1.0,,3.0,7.0,1.0,2.0,1.0,,,65.0
44,"Motlop, Shannon",10,3,2,12,,1.0,,3.0,3.0,5.0,3.0,1.0,,1.0,,6.0,5.0,,,,3.0,,72.0
20,"Petrie, Drew",3,1,2,5,,1.0,5.0,,,2.0,1.0,4.0,,2.0,,5.0,1.0,1.0,,7.0,,,74.0
17,"Porter, Mark",,,3,3,,,11.0,2.0,,,1.0,,,,,2.0,,,,3.0,,1.0,69.0
3,"Rawlings, Brady",14,7,7,21,,,,,2.0,2.0,,3.0,1.0,1.0,,3.0,18.0,,,1.0,,,81.0
7,"Simpson, Adam",14,6,11,25,,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,11.0,12.0,3.0,,,,1.0,100.0
9,"Sinclair, Jess",16,2,9,25,,,,2.0,4.0,1.0,,1.0,1.0,,,9.0,16.0,,,2.0,4.0,,100.0
10,"Stevens, Anthony",13,4,19,32,1,2.0,,2.0,2.0,5.0,6.0,4.0,3.0,1.0,,15.0,17.0,1.0,1.0,7.0,4.0,1.0,84.0
36,"Watt, Shannon",7,5,10,17,,,,2.0,4.0,,,3.0,,2.0,,9.0,7.0,1.0,,7.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,78,121,317,16,17.0,24.0,38.0,40.0,49.0,33.0,48.0,17.0,20.0,1.0,130.0,182.0,12.0,10.0,55.0,34.0,9.0,
Opposition,Opposition,178,68,117,295,18,14.0,28.0,39.0,27.0,66.0,34.0,42.0,20.0,17.0,5.0,136.0,164.0,8.0,11.0,50.0,38.0,9.0,
