Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Betts, Eddie",5,3,1,6,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,2.0,3.0,1.0,,,,,82.0
9,"Cripps, Patrick",9,4,15,24,,1.0,,5.0,,4.0,3.0,4.0,1.0,2.0,,11.0,12.0,1.0,,1.0,1.0,,87.0
35,"Curnow, Ed",8,5,5,13,,,,3.0,,3.0,,4.0,,1.0,,3.0,10.0,,,,,,82.0
12,"De Koning, Tom",7,3,1,8,1,,10.0,,,1.0,1.0,4.0,1.0,2.0,,2.0,5.0,,1.0,,,,74.0
15,"Docherty, Sam",15,8,6,21,,,,2.0,4.0,3.0,1.0,2.0,2.0,,,3.0,18.0,,,1.0,3.0,,87.0
2,"Dow, Paddy",3,,10,13,,,,5.0,1.0,2.0,5.0,2.0,,1.0,,9.0,4.0,,,,,,63.0
25,"Fisher, Zac",7,3,9,16,1,,,1.0,,1.0,1.0,2.0,1.0,2.0,,7.0,10.0,,,1.0,,,80.0
8,"Fogarty, Lachie",5,1,4,9,1,,,4.0,,,3.0,,1.0,,,4.0,5.0,,,1.0,,,67.0
14,"Jones, Liam",13,4,3,16,,,,,4.0,1.0,,2.0,,,,7.0,9.0,1.0,,11.0,,,95.0
7,"Kennedy, Matthew",16,8,11,27,,,,4.0,2.0,9.0,5.0,,,,,9.0,18.0,1.0,,,,,84.0
21,"Martin, Jack",5,1,6,11,,,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,,6.0,4.0,,,3.0,,,72.0
10,"McKay, Harry",11,8,2,13,3,2.0,,,,3.0,,3.0,2.0,,,10.0,4.0,6.0,4.0,2.0,,,91.0
24,"Newman, Nic",9,4,5,14,,1.0,,,4.0,1.0,1.0,2.0,1.0,1.0,,5.0,8.0,1.0,,4.0,1.0,,88.0
32 ↑,"Newnes, Jack",2,1,,2,,,,,,1.0,,1.0,,,,,2.0,,,,,,10.0
44,"Owies, Matthew",9,4,1,10,2,2.0,,1.0,,1.0,1.0,3.0,1.0,2.0,,6.0,5.0,,2.0,1.0,,,80.0
26 ↓,"Parks, Luke",2,1,1,3,,,,,,,,4.0,,2.0,,1.0,2.0,,,2.0,,,64.0
27,"Pittonet, Marc",6,5,6,12,1,,27.0,3.0,1.0,,3.0,4.0,2.0,2.0,,6.0,6.0,,1.0,1.0,,,84.0
42,"Saad, Adam",17,3,2,19,,1.0,,1.0,2.0,4.0,1.0,,1.0,,,5.0,11.0,,,1.0,4.0,1.0,83.0
1,"Silvagni, Jack",4,2,6,10,,2.0,,4.0,,2.0,,3.0,1.0,2.0,,5.0,4.0,,,1.0,,1.0,79.0
13,"Stocker, Liam",13,6,5,18,,,,1.0,6.0,3.0,,2.0,2.0,,,4.0,13.0,,,1.0,,1.0,87.0
18,"Walsh, Sam",6,1,14,20,,,,2.0,,3.0,4.0,1.0,1.0,1.0,,11.0,10.0,,,,1.0,,88.0
23,"Weitering, Jacob",12,10,2,14,,,,1.0,6.0,1.0,,1.0,,,,4.0,9.0,1.0,,3.0,,,99.0
6,"Williams, Zac",9,4,2,11,,,,1.0,2.0,2.0,,1.0,1.0,,,5.0,6.0,,,,1.0,1.0,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,89,117,310,9,12.0,37.0,41.0,35.0,49.0,32.0,49.0,21.0,20.0,,125.0,178.0,12.0,8.0,34.0,11.0,4.0,
Opposition,Opposition,242,138,107,349,16,6.0,33.0,79.0,38.0,52.0,38.0,58.0,19.0,21.0,6.0,123.0,221.0,18.0,13.0,42.0,7.0,9.0,
