Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",7,6,5,12,1,,,3.0,1.0,,1.0,,1.0,,,6.0,6.0,1.0,,7.0,1.0,,
38,"Baird, John",11,4,1,12,,,,1.0,3.0,2.0,,2.0,,1.0,,3.0,9.0,1.0,,1.0,2.0,,
22,"Burton, Matthew",2,3,1,3,,,8.0,,,1.0,,,,,,,3.0,,,,1.0,,
23,"Clayton, Shane",8,5,7,15,,,,,3.0,1.0,1.0,,,,,4.0,12.0,1.0,,2.0,1.0,,
45,"Cochrane, Stuart",4,,3,7,,,,3.0,,2.0,,,,,,1.0,7.0,,,3.0,,,
2,"Colbert, Leigh",5,2,2,7,,,,1.0,,1.0,,2.0,,2.0,,2.0,6.0,,,,,,
6,"Grant, Shannon",16,7,4,20,3,1.0,,3.0,1.0,7.0,1.0,3.0,1.0,,3.0,3.0,16.0,1.0,2.0,1.0,,,
39,"Harding, Leigh",7,4,4,11,1,1.0,,1.0,,2.0,1.0,2.0,,1.0,,7.0,5.0,,1.0,2.0,,,
29,"Harvey, Brent",14,3,7,21,2,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,14.0,,,1.0,5.0,,
21,"Jones, Corey",7,2,2,9,,2.0,,1.0,,3.0,4.0,1.0,,1.0,,8.0,1.0,2.0,1.0,1.0,,,
34,"King, David",17,1,3,20,,,,,4.0,2.0,1.0,1.0,,,,8.0,12.0,,,1.0,5.0,,
35,"Makepeace, Troy",8,6,6,14,,,,1.0,1.0,,1.0,,1.0,,,8.0,6.0,2.0,1.0,5.0,,,
5,"McCartney, Jason",6,3,1,7,,2.0,2.0,,,1.0,,,,,,4.0,3.0,2.0,1.0,,,,
44,"Motlop, Shannon",4,,1,5,,1.0,,,,2.0,1.0,1.0,,,,2.0,3.0,,,,,,
28,"Pickett, Byron",8,5,4,12,2,,1.0,9.0,2.0,4.0,4.0,1.0,,1.0,,6.0,6.0,,1.0,1.0,4.0,,
17,"Porter, Mark",5,2,5,10,,,12.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,4.0,1.0,,2.0,,,
30,"Robbins, Ben",8,4,7,15,2,,,7.0,2.0,2.0,5.0,1.0,1.0,1.0,,6.0,9.0,,,2.0,1.0,,
26,"Rocca, Saverio",7,6,2,9,1,,5.0,4.0,,4.0,,2.0,,1.0,,4.0,5.0,1.0,1.0,1.0,,,
7,"Simpson, Adam",22,5,9,31,,,,4.0,5.0,8.0,10.0,1.0,4.0,1.0,,16.0,16.0,,,3.0,,,
9,"Sinclair, Jess",6,1,4,10,,1.0,,1.0,1.0,1.0,,3.0,,,,3.0,6.0,,,,1.0,,
10,"Stevens, Anthony",6,2,2,8,,,,1.0,2.0,,,1.0,,1.0,,1.0,6.0,,,,3.0,,
36,"Watt, Shannon",4,3,,4,,,,3.0,,3.0,,,,,,,4.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,74,80,262,12,11.0,28.0,46.0,27.0,50.0,33.0,24.0,11.0,12.0,6.0,103.0,159.0,12.0,8.0,33.0,24.0,,
Opposition,Opposition,190,86,101,291,11,7.0,36.0,43.0,34.0,43.0,41.0,34.0,12.0,11.0,,107.0,182.0,12.0,9.0,34.0,11.0,,
