Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
18,"Banfield, Todd",19y 350d,12 (5-0-7 41.67%),15 (1.25),←,
20,"Black, Simon",31y 71d,267 (156-4-107 59.18%),156 (0.58),←,
17,"Brennan, Jared",25y 320d,109 (53-3-53 50.00%),69 (0.63),←,
33,"Buchanan, Amon",27y 246d,123 (68-2-53 56.10%),63 (0.51),7 (2-0-5 28.57%),6 (0.86)
1,"Clark, Mitch",22y 237d,55 (26-2-27 49.09%),28 (0.51),←,
22,"Collier, Tom",21y 80d,15 (7-0-8 46.67%),1 (0.07),←,
5,"Fevola, Brendan",29y 144d,199 (74-2-123 37.69%),616 (3.10),12 (5-0-7 41.67%),41 (3.42)
12,"Hawksley, James",21y 128d,20 (8-1-11 42.50%),,←,
4,"Johnstone, Travis",29y 331d,204 (100-1-103 49.26%),135 (0.66),44 (22-0-22 50.00%),24 (0.55)
23,"Leuenberger, Matthew",22y 6d,34 (16-1-17 48.53%),4 (0.12),←,
21,"Merrett, Daniel",25y 183d,93 (43-3-47 47.85%),17 (0.18),←,
24,"Patfull, Joel",25y 188d,89 (41-3-45 47.75%),20 (0.22),←,
6,"Power, Luke",30y 156d,252 (146-3-103 58.53%),203 (0.81),←,
29,"Raines, Andrew",24y 97d,65 (22-1-42 34.62%),1 (0.02),9 (4-0-5 44.44%),
30,"Redden, Jack",19y 186d,22 (11-1-10 52.27%),7 (0.32),←,
10,"Rich, Daniel",20y 6d,36 (19-1-16 54.17%),19 (0.53),←,
35,"Rischitelli, Michael",24y 156d,101 (47-3-51 48.02%),44 (0.44),←,
38,"Rockliff, Tom",20y 111d,10 (3-0-7 30.00%),2 (0.20),←,
28,"Selwood, Troy",26y 43d,73 (31-2-40 43.84%),11 (0.15),←,
3,"Sheldon, Sam",21y 97d,22 (13-1-8 61.36%),1 (0.05),←,
11,"Sherman, Justin",23y 138d,107 (47-3-57 45.33%),84 (0.79),←,
14,"Staker, Brent",26y 21d,122 (69-1-52 56.97%),88 (0.72),12 (5-0-7 41.67%),4 (0.33)
Totals,Totals,24y 166d,2030 (1005-38-987 49.51%),1584 (0.78),,
C,"Voss, Michael",34y 341d,36 (19-1-16 54.17%),,←,
