Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bishop, Matthew",7,3,6,13,,,,,7.0,1.0,,,,,,4.0,6.0,2.0,,2.0,5.0,,100.0
7,"Burgoyne, Peter",9,3,10,19,1,1.0,,2.0,,3.0,4.0,4.0,,2.0,1.0,7.0,13.0,,1.0,,3.0,1.0,92.0
8,"Burgoyne, Shaun",9,4,9,18,,,,1.0,3.0,1.0,1.0,,1.0,,,5.0,12.0,,,3.0,2.0,,100.0
25,"Cassisi, Domenic",1,,3,4,,,,1.0,,1.0,2.0,1.0,,1.0,,3.0,1.0,,,,,,30.0
35,"Cornes, Chad",15,10,10,25,,,2.0,2.0,5.0,3.0,1.0,2.0,,1.0,,3.0,22.0,1.0,,5.0,1.0,,100.0
18,"Cornes, Kane",15,8,13,28,4,1.0,,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,7.0,21.0,,4.0,2.0,,,98.0
17,"Dew, Stuart",19,8,9,28,2,1.0,,3.0,1.0,8.0,6.0,3.0,3.0,1.0,3.0,11.0,17.0,1.0,,,2.0,2.0,89.0
10,"Francou, Josh",11,5,10,21,,1.0,,1.0,1.0,6.0,2.0,4.0,1.0,2.0,,5.0,15.0,,1.0,,,2.0,67.0
38,"James, Roger",8,4,4,12,,,,,1.0,2.0,1.0,3.0,,2.0,,3.0,9.0,,1.0,,3.0,,37.0
29,"Kingsley, Adam",12,6,3,15,,,,3.0,1.0,3.0,2.0,,,,,3.0,12.0,,,,,2.0,57.0
5,"Lade, Brendon",9,6,5,14,1,2.0,13.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,,4.0,10.0,,,2.0,2.0,3.0,100.0
22,"Mahoney, Josh",9,1,7,16,4,,,4.0,,2.0,2.0,4.0,2.0,1.0,,12.0,3.0,,,,,,98.0
3,"Montgomery, Brett",3,4,7,10,,,,,1.0,2.0,,,,,,1.0,9.0,,1.0,2.0,3.0,,87.0
15,"Pickett, Byron",9,5,5,14,1,1.0,,,,3.0,4.0,,1.0,,,6.0,8.0,,1.0,,3.0,,67.0
1,"Primus, Matthew",3,4,3,6,,2.0,15.0,1.0,,1.0,2.0,2.0,1.0,1.0,,2.0,4.0,,1.0,1.0,,,87.0
12,"Shattock, Aaron",4,4,9,13,,,,1.0,1.0,1.0,1.0,,2.0,,,5.0,8.0,,,,,,38.0
28,"Thurstans, Toby",5,6,1,6,2,,,3.0,,1.0,,5.0,,4.0,,1.0,5.0,1.0,2.0,4.0,,,100.0
16,"Tredrea, Warren",19,12,2,21,5,5.0,,4.0,,1.0,1.0,,5.0,,,10.0,12.0,1.0,9.0,2.0,,,100.0
2,"Wakelin, Darryl",2,,5,7,,,,1.0,,,,3.0,,2.0,,2.0,5.0,,,2.0,,,100.0
42,"Walsh, Peter",8,3,5,13,,,,1.0,1.0,3.0,,2.0,,1.0,,2.0,10.0,1.0,,4.0,1.0,,77.0
4,"Wanganeen, Gavin",4,1,9,13,,,,2.0,1.0,1.0,,1.0,,,,4.0,9.0,,,1.0,,,75.0
21,"Wilson, Michael",7,2,4,11,,,,1.0,2.0,1.0,,,,,,1.0,10.0,,,1.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,99,139,327,20,17.0,30.0,35.0,27.0,52.0,34.0,38.0,19.0,21.0,6.0,101.0,221.0,7.0,21.0,31.0,25.0,10.0,
Opposition,Opposition,178,100,87,265,11,9.0,26.0,34.0,31.0,38.0,22.0,40.0,22.0,19.0,,97.0,168.0,7.0,13.0,34.0,22.0,8.0,
