Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",7,3.0,10,17,,,,,,,,,1.0,1.0,,,,,,,,,
22,"Bain, David",18,5.0,9,27,1.0,1.0,,2.0,,,,,2.0,3.0,2.0,,,,,,,,
25,"Campbell, Matthew",12,1.0,9,21,,1.0,,,,,,,,,,,,,,,,,
4,"Gastev, John",20,2.0,7,27,1.0,2.0,,1.0,,,,,2.0,2.0,,,,,,,,,
5,"Hardie, Brad",13,3.0,4,17,2.0,3.0,,,,,,,3.0,2.0,,,,,,,,,
32,"Hart, Shaun",2,,5,7,,,,1.0,,,,,1.0,,,,,,,,,,
9,"Ishchenko, Alex",4,3.0,5,9,,1.0,14.0,,,,,,2.0,2.0,,,,,,,,,
35,"Keane, Gavin",7,2.0,4,11,,,,,,,,,3.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",6,1.0,2,8,,,,,,,,,5.0,1.0,,,,,,,,,
36,"Kennedy, Michael",12,,5,17,,,,2.0,,,,,2.0,4.0,,,,,,,,,
17,"Leslie, Martin",8,8.0,15,23,,,,,,,,,,2.0,,,,,,,,,
7,"McIvor, Scott",13,2.0,6,19,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
24,"Merrett, Roger",7,6.0,7,14,4.0,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
8,"Richardson, Michael",18,9.0,9,27,,1.0,,3.0,,,,,,,,,,,,,,,
27,"Roberts, Mark",6,4.0,2,8,,1.0,,2.0,,,,,1.0,,,,,,,,,,
6,"Rowe, Brad",11,1.0,9,20,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,
42,"Solomon, Jonathan",4,2.0,3,7,1.0,,1.0,,,,,,1.0,,,,,,,,,,
14,"Umbers, Richard",4,2.0,3,7,,,,,,,,,1.0,,,,,,,,,,
2,"Williams, Mark",19,1.0,13,32,,,,4.0,,,,,1.0,1.0,,,,,,,,,
21,"Zanotti, Mark",12,4.0,6,18,,,,,,,,,1.0,1.0,,,,,,,,,
Totals,Totals,203,59.0,133,336,10.0,13.0,15.0,20.0,,,,,31.0,22.0,2.0,,,,,,,,
Opposition,Opposition,204,68.0,133,337,15.0,17.0,17.0,27.0,,,,,22.0,31.0,4.0,,,,,,,,
