Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
28 ↑,"Bell, Tom",9,3,1,10,,,,,2.0,1.0,1.0,2.0,,1.0,,2.0,9.0,,,2.0,,,28.0
7,"Buckley, Dylan",7,6,5,12,,,,1.0,,2.0,,4.0,,1.0,,2.0,11.0,1.0,,4.0,,,78.0
44,"Carrazzo, Andrew",7,,16,23,,,,5.0,1.0,2.0,10.0,4.0,3.0,,,18.0,4.0,,,,,,75.0
35,"Curnow, Ed",8,5,7,15,,,,4.0,3.0,1.0,,1.0,,1.0,,3.0,11.0,,,2.0,2.0,1.0,92.0
46,"Ellard, David",5,2,4,9,2,,,2.0,,2.0,,1.0,,1.0,,3.0,7.0,,1.0,1.0,,,86.0
33,"Everitt, Andrejs",15,5,2,17,,,,,3.0,1.0,,1.0,,1.0,,5.0,11.0,,,4.0,,,95.0
38,"Garlett, Jeff",4,1,1,5,1,,,4.0,,,2.0,1.0,,,,3.0,1.0,,1.0,,,,80.0
4,"Gibbs, Bryce",14,7,13,27,,,3.0,2.0,2.0,1.0,3.0,4.0,1.0,,,9.0,17.0,,,,3.0,,87.0
23,"Henderson, Lachie",4,3,3,7,1,2.0,,4.0,,,,,1.0,,,4.0,3.0,,2.0,3.0,,1.0,91.0
40,"Jamison, Michael",7,3,8,15,,,,1.0,2.0,2.0,1.0,1.0,,,,5.0,11.0,,,5.0,,,91.0
2,"Menzel, Troy",8,5,5,13,2,1.0,,2.0,1.0,2.0,,2.0,1.0,1.0,,4.0,8.0,,,,,,79.0
3,"Murphy, Marc",15,4,6,21,1,,,8.0,1.0,3.0,3.0,3.0,1.0,2.0,,7.0,14.0,,,1.0,,,85.0
12,"Robinson, Mitch",9,2,13,22,,,,5.0,,2.0,3.0,1.0,,,,7.0,15.0,,1.0,1.0,,,76.0
17,"Rowe, Sam",4,5,11,15,,1.0,14.0,2.0,,,2.0,2.0,1.0,,,9.0,6.0,,1.0,4.0,,1.0,79.0
6,"Simpson, Kade",15,6,4,19,,1.0,,4.0,2.0,,5.0,2.0,3.0,1.0,,8.0,12.0,,1.0,1.0,,,89.0
39,"Thomas, Dale",8,7,10,18,,,,5.0,1.0,2.0,3.0,,1.0,,,7.0,13.0,,,4.0,1.0,2.0,82.0
42,"Tuohy, Zach",8,1,7,15,1,,,3.0,2.0,1.0,2.0,3.0,1.0,1.0,,8.0,7.0,,,3.0,,,93.0
30,"Waite, Jarrad",7,4,2,9,,2.0,,1.0,2.0,,,,1.0,,,4.0,6.0,1.0,,2.0,,,85.0
1,"Walker, Andrew",14,5,13,27,,,,,5.0,3.0,2.0,3.0,1.0,1.0,,8.0,19.0,,,4.0,2.0,,91.0
11,"Warnock, Robert",4,1,1,5,,,41.0,1.0,1.0,1.0,4.0,1.0,,,,3.0,2.0,,,3.0,,,80.0
43 ↓,"White, Simon",,,2,2,,,,1.0,,,,2.0,,1.0,,,2.0,,,5.0,,,67.0
13,"Yarran, Chris",8,2,3,11,,,,2.0,2.0,3.0,1.0,3.0,,2.0,,4.0,6.0,1.0,,,4.0,2.0,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,77,137,317,8,9.0,58.0,57.0,30.0,29.0,42.0,41.0,15.0,14.0,,123.0,195.0,3.0,7.0,49.0,12.0,7.0,
Opposition,Opposition,268,150,178,446,21,12.0,28.0,51.0,21.0,55.0,40.0,30.0,14.0,15.0,6.0,125.0,318.0,8.0,21.0,39.0,3.0,17.0,
