Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Beveridge, Luke",17,4,4,21,2,1.0,,3.0,,,,,2.0,,,,,,,,,,
9,"Cuthbertson, Darren",14,4,7,21,1,,,2.0,,,,,1.0,2.0,,,,,,,,,
21,"Febey, Steven",9,5,9,18,,,,2.0,,,,,,1.0,,,,,,,,,
32,"Goodwin, Andy",9,10,5,14,,,,2.0,,,,,1.0,1.0,,,,,,,,,
26,"Henwood, Wayne",7,1,3,10,,,1.0,2.0,,,,,,,,,,,,,,,
13,"Jakovich, Allen",8,2,,8,4,1.0,,,,,,,,3.0,,,,,,,,,
37,"Lamprill, Andrew",4,2,4,8,,,,1.0,,,,,,1.0,,,,,,,,,
17,"Lovett, Brett",10,3,3,13,,,,,,,,,,,,,,,,,,,
6,"Lovett, Glenn",10,2,4,14,,,,,,,,,2.0,,,,,,,,,,
3,"Lyon, Garry",9,7,5,14,1,,,4.0,,,,,,3.0,,,,,,,,,
35,"Pickering, Michael",11,11,15,26,1,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
41,"Rohde, Peter",8,1,7,15,,,,,,,,,1.0,1.0,,,,,,,,,
5,"Schwarz, David",17,5,4,21,,3.0,11.0,2.0,,,,,2.0,1.0,,,,,,,,,
18,"Stretch, Steven",16,2,3,19,1,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
11,"Stynes, Jim",13,10,7,20,2,,6.0,2.0,,,,,1.0,1.0,,,,,,,,,
4,"Sullivan, Chris",12,,6,18,2,1.0,,2.0,,,,,,2.0,,,,,,,,,
2,"Tingay, Stephen",9,4,8,17,,,,,,,,,,1.0,,,,,,,,,
12,"Viney, Todd",19,8,4,23,,,,,,,,,2.0,2.0,1.0,,,,,,,,
36,"Williams, Grant",8,6,2,10,,3.0,1.0,,,,,,,,,,,,,,,,
8,"Yeats, Graeme",12,1,2,14,,,,,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,88,102,324,14,14.0,19.0,25.0,,,,,14.0,25.0,1.0,,,,,,,,
Opposition,Opposition,230,86,140,370,19,17.0,21.0,35.0,,,,,25.0,14.0,5.0,,,,,,,,
