West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Butler, Sam",11,5,8,19,,,,3.0,4.0,1.0,,2.0,1.0,,,7.0,11.0,,,2.0,,1.0,84.0
20,"Cox, Dean",7,5,6,13,1,1.0,26.0,,,2.0,1.0,2.0,,1.0,,4.0,9.0,1.0,1.0,5.0,,1.0,71.0
5,"Ebert, Brad",9,3,4,13,,,,1.0,1.0,4.0,3.0,3.0,,1.0,,6.0,7.0,,,2.0,,,79.0
32,"Embley, Andrew",14,4,10,24,,,1.0,7.0,2.0,5.0,3.0,1.0,,1.0,,9.0,13.0,,,2.0,1.0,1.0,75.0
25,"Hurn, Shannon",9,3,2,11,,1.0,,5.0,1.0,2.0,1.0,1.0,1.0,,,4.0,7.0,1.0,,1.0,,,93.0
17,"Kennedy, Josh",9,8,,9,4,,,2.0,,3.0,,4.0,,3.0,,1.0,7.0,1.0,4.0,,,,91.0
2,"LeCras, Mark",10,5,2,12,5,1.0,,2.0,,2.0,,,1.0,,,5.0,7.0,1.0,3.0,,,,90.0
21,"Lynch, Quinten",8,3,4,12,,1.0,,3.0,1.0,3.0,,1.0,2.0,1.0,,5.0,6.0,,1.0,1.0,,1.0,87.0
16,"Mackenzie, Eric",4,5,5,9,,,1.0,2.0,1.0,,1.0,1.0,,1.0,,3.0,6.0,,,5.0,,,95.0
42,"Maister, Beau",9,5,5,14,,,,2.0,2.0,,2.0,1.0,,,,6.0,8.0,1.0,,9.0,,,90.0
35,"McGinnity, Patrick",7,1,6,13,,,,3.0,2.0,1.0,3.0,4.0,1.0,1.0,,7.0,6.0,,,2.0,,,77.0
27,"McKinley, Ben",8,5,1,9,1,,,1.0,,6.0,,2.0,,1.0,,3.0,6.0,1.0,1.0,,,2.0,84.0
9,"Naitanui, Nic",5,3,3,8,,,17.0,2.0,,3.0,2.0,,1.0,,,5.0,3.0,2.0,,1.0,,,56.0
6,"Nicoski, Mark",5,6,6,11,,1.0,,2.0,,1.0,,2.0,1.0,,,3.0,8.0,,,1.0,,1.0,77.0
11,"Priddis, Matt",7,,16,23,,,,8.0,1.0,5.0,5.0,1.0,2.0,,,16.0,10.0,,,,1.0,,89.0
24,"Rosa, Matt",12,7,7,19,,,,6.0,5.0,3.0,3.0,3.0,1.0,3.0,,6.0,13.0,1.0,1.0,2.0,1.0,1.0,87.0
31,"Schofield, Will",7,5,4,11,,,,2.0,,1.0,,,1.0,,,4.0,5.0,2.0,,2.0,,,86.0
37,"Selwood, Adam",13,4,11,24,,,,4.0,2.0,5.0,5.0,4.0,3.0,1.0,,11.0,13.0,,,2.0,,,75.0
10,"Selwood, Scott",7,2,5,12,,,,1.0,3.0,,1.0,3.0,,1.0,,2.0,10.0,,,1.0,,,85.0
12,"Sheppard, Brad",6,3,7,13,,,,4.0,2.0,,1.0,,1.0,,,7.0,6.0,1.0,,3.0,,,77.0
15,"Swift, Tom",4,5,17,21,,,,3.0,1.0,,2.0,2.0,,2.0,,6.0,16.0,,,,2.0,,62.0
8,"Waters, Beau",13,10,10,23,,2.0,,5.0,2.0,1.0,,4.0,1.0,1.0,,5.0,18.0,,3.0,2.0,1.0,1.0,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,97,139,323,11,10.0,45.0,68.0,30.0,48.0,33.0,41.0,17.0,18.0,,125.0,195.0,12.0,14.0,43.0,6.0,9.0,
Opposition,Opposition,232,120,190,422,15,15.0,24.0,90.0,37.0,53.0,35.0,40.0,18.0,17.0,6.0,144.0,274.0,8.0,8.0,56.0,15.0,10.0,
