Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",24y 350d,138 (70-0-68 50.72%),128 (0.93),←,
15,"Cameron, Leon",30y 277d,246 (131-3-112 53.86%),103 (0.42),74 (38-0-36 51.35%),35 (0.47)
6,"Chaffey, Mark",26y 31d,112 (54-0-58 48.21%),26 (0.23),←,
24,"Coughlan, Mark",21y 47d,31 (13-0-18 41.94%),17 (0.55),←,
14,"Fiora, Aaron",22y 48d,51 (28-0-23 54.90%),18 (0.35),←,
19,"Fleming, Tim",25y 62d,9 (5-0-4 55.56%),4 (0.44),←,
2,"Gaspar, Darren",27y 17d,176 (81-0-95 46.02%),17 (0.10),155 (74-0-81 47.74%),16 (0.10)
20,"Hall, Ray",22y 222d,46 (22-0-24 47.83%),21 (0.46),←,
1,"Hilton, Rory",24y 52d,69 (34-0-35 49.28%),44 (0.64),60 (31-0-29 51.67%),41 (0.68)
44,"Houlihan, Adam",25y 61d,83 (42-1-40 51.20%),91 (1.10),22 (8-0-14 36.36%),16 (0.73)
28,"Johnson, Kane",25y 83d,115 (61-0-54 53.04%),47 (0.41),11 (6-0-5 54.55%),3 (0.27)
39,"Kellaway, Andrew",27y 195d,114 (56-0-58 49.12%),21 (0.18),←,
21,"King, Clinton",25y 74d,86 (39-0-47 45.35%),23 (0.27),55 (29-0-26 52.73%),10 (0.18)
27,"Krakouer, Andrew",20y 122d,23 (9-0-14 39.13%),26 (1.13),←,
35,"Newman, Chris",21y 19d,24 (9-0-15 37.50%),1 (0.04),←,
5,"Ottens, Brad",23y 132d,100 (48-0-52 48.00%),128 (1.28),←,
12,"Richardson, Matthew",28y 79d,165 (80-0-85 48.48%),498 (3.02),←,
18,"Rodan, David",19y 241d,33 (13-0-20 39.39%),27 (0.82),←,
4,"Rogers, Matthew",29y 193d,190 (101-1-88 53.42%),160 (0.84),←,
10,"Stafford, Greg",28y 283d,156 (74-1-81 47.76%),97 (0.62),26 (12-0-14 46.15%),39 (1.50)
32,"Tivendale, Greg",24y 48d,92 (44-0-48 47.83%),70 (0.76),←,
36,"Zantuck, Ty",21y 111d,43 (17-0-26 39.53%),9 (0.21),←,
Totals,Totals,24y 258d,2102 (1031-6-1065 49.05%),1576 (0.75),,
C,"Frawley, Danny",39y 271d,80 (40-0-40 50.00%),,←,
