Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",7,5,7,14,1.0,1.0,12.0,1.0,1.0,4.0,2.0,1.0,1.0,,,6.0,8,,1.0,1.0,,,
16,"Barnard, Paul",6,3,10,16,,1.0,,,1.0,3.0,,1.0,,,,3.0,13,,,3.0,,,
20,"Berbakov, Peter",9,3,9,18,,,,,3.0,2.0,1.0,2.0,2.0,,,10.0,9,1.0,,,2.0,,
8,"Bewick, Darren",22,5,5,27,2.0,4.0,,1.0,2.0,8.0,2.0,2.0,,1.0,,7.0,19,,2.0,,3.0,,
32,"Blumfield, Justin",19,10,11,30,1.0,2.0,,1.0,,7.0,1.0,2.0,2.0,,,15.0,16,3.0,3.0,1.0,,,
33,"Caracella, Blake",14,4,12,26,,1.0,,6.0,3.0,4.0,1.0,1.0,2.0,,,14.0,11,1.0,,1.0,,,
22,"Doolan, Ben",8,2,6,14,,,,1.0,3.0,1.0,3.0,1.0,,,,4.0,10,,,,,,
31,"Fletcher, Dustin",7,1,6,13,,,,,7.0,,1.0,1.0,1.0,1.0,,7.0,4,1.0,,1.0,,,
30,"Fraser, Mark",7,4,5,12,,,,,,4.0,1.0,1.0,,,,4.0,8,,,1.0,,,
37,"Grgic, Ilija",5,2,4,9,,,2.0,,,2.0,3.0,,,2.0,,6.0,4,,,,,,
11,"Hardwick, Damien",15,2,7,22,,,,1.0,6.0,4.0,,3.0,3.0,1.0,,7.0,14,,,,,,
26,"Heffernan, Chris",7,2,10,17,1.0,1.0,,1.0,,1.0,4.0,,1.0,1.0,,10.0,8,,,4.0,,,
18,"Lloyd, Matthew",22,14,4,26,13.0,4.0,,,,4.0,,2.0,,,3.0,12.0,14,9.0,12.0,,,,
13,"Long, Michael",10,2,9,19,1.0,1.0,,3.0,2.0,2.0,4.0,,,2.0,,7.0,13,,,5.0,4.0,,
25,"Lucas, Scott",8,3,4,12,,1.0,,1.0,3.0,3.0,2.0,3.0,,2.0,,5.0,11,,1.0,,,,
10,"McVeigh, Mark",11,4,4,15,,1.0,,,,5.0,1.0,2.0,1.0,,,4.0,11,,1.0,,,,
2,"Mercuri, Mark",19,11,6,25,2.0,,,,,9.0,,,1.0,,1.0,7.0,18,2.0,4.0,2.0,1.0,,
43,"Rioli, Dean",7,2,4,11,1.0,,,1.0,,1.0,,1.0,,,,4.0,7,,1.0,4.0,,,
12,"Symons, Michael",1,2,5,6,,,,,2.0,,,2.0,1.0,,,2.0,5,,,1.0,,,
21,"Wallis, Dean",1,1,5,6,,,1.0,1.0,,,,,,,,,7,,,2.0,1.0,,
6,"Wellman, Sean",18,7,4,22,,,,1.0,3.0,1.0,,2.0,2.0,,2.0,6.0,13,1.0,,1.0,,,
35,"Young, Barry",4,1,12,16,,,,3.0,1.0,1.0,4.0,3.0,2.0,2.0,,8.0,10,,,5.0,3.0,,
Totals,Totals,227,90,149,376,22.0,17.0,15.0,22.0,37.0,66.0,30.0,30.0,19.0,12.0,6.0,148.0,233,18.0,25.0,32.0,14.0,,
Opposition,Opposition,201,100,104,305,9.0,14.0,27.0,18.0,38.0,53.0,31.0,27.0,12.0,19.0,,111.0,204,13.0,16.0,19.0,6.0,,
