Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",29y 168d,190 (75-2-113 40.00%),45 (0.24),←,
31,"Andrews, Harris",18y 142d,3 (0-0-3 0.00%),3 (1.00),←,
17,"Beams, Claye",23y 243d,33 (10-0-23 30.30%),21 (0.64),←,
9,"Beams, Dayne",25y 79d,115 (76-2-37 66.96%),121 (1.05),5 (0-0-5 0.00%),3 (0.60)
8,"Bewick, Rohan",25y 204d,68 (26-0-42 38.24%),47 (0.69),←,
3,"Christensen, Allen",23y 348d,70 (49-0-21 70.00%),61 (0.87),5 (0-0-5 0.00%),5 (1.00)
42,"Clarke, Justin",21y 165d,41 (14-0-27 34.15%),1 (0.02),←,
26,"Cutler, Tom",20y 71d,9 (1-0-8 11.11%),2 (0.22),←,
27,"Gardiner, Darcy",19y 222d,20 (6-0-14 30.00%),2 (0.10),←,
41,"Golby, Mitch",23y 211d,53 (19-0-34 35.85%),6 (0.11),←,
6,"Green, Josh",22y 251d,59 (24-0-35 40.68%),78 (1.32),←,
12,"Martin, Stefan",28y 166d,79 (20-1-58 25.95%),30 (0.38),22 (6-0-16 27.27%),7 (0.32)
25,"McStay, Daniel",19y 312d,14 (4-0-10 28.57%),12 (0.86),←,
22,"Paparone, Marco",20y 241d,28 (7-0-21 25.00%),13 (0.46),←,
30,"Redden, Jack",24y 144d,117 (41-1-75 35.47%),50 (0.43),←,
10,"Rich, Daniel",24y 329d,106 (40-1-65 38.21%),72 (0.68),←,
18,"Robertson, Nick",19y 333d,10 (1-0-9 10.00%),,←,
5,"Robinson, Mitch",25y 329d,105 (51-1-53 49.05%),58 (0.55),5 (0-0-5 0.00%),
38,"Rockliff, Tom",25y 69d,104 (35-0-69 33.65%),51 (0.49),←,
14,"Staker, Brent",30y 344d,156 (80-1-75 51.60%),119 (0.76),46 (16-0-30 34.78%),35 (0.76)
28,"Taylor, Lewis",20y 74d,27 (7-0-20 25.93%),14 (0.52),←,
15,"Zorko, Dayne",26y 82d,64 (25-0-39 39.06%),65 (1.02),←,
Totals,Totals,23y 239d,1471 (611-9-851 41.54%),871 (0.59),,
C,"Leppitsch, Justin",39y 213d,27 (7-0-20 25.93%),,←,
