Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
37,"Anderson, Jed",19y 64d,2 (1-0-1 50.00%),,←,
39,"Bailey, Max",26y 166d,26 (20-0-6 76.92%),3 (0.12),←,
14,"Birchall, Grant",25y 69d,154 (96-1-57 62.66%),18 (0.12),←,
22,"Breust, Luke",22y 147d,43 (34-0-9 79.07%),81 (1.88),←,
9,"Burgoyne, Shaun",30y 168d,223 (145-1-77 65.25%),206 (0.92),66 (48-1-17 73.48%),35 (0.53)
23,"Franklin, Lance",26y 67d,163 (92-1-70 56.75%),527 (3.23),←,
6,"Gibson, Josh",29y 25d,126 (70-2-54 56.35%),2 (0.02),61 (41-1-19 68.03%),
18,"Guerra, Brent",30y 313d,238 (159-1-78 67.02%),106 (0.45),142 (90-1-51 63.73%),23 (0.16)
20,"Hale, David",28y 320d,175 (90-2-83 52.00%),165 (0.94),46 (34-0-12 73.91%),46 (1.00)
10,"Hill, Bradley",19y 272d,7 (5-0-2 71.43%),5 (0.71),←,
15,"Hodge, Luke",28y 296d,206 (107-1-98 52.18%),144 (0.70),←,
3,"Lewis, Jordan",26y 348d,171 (96-1-74 56.43%),91 (0.53),←,
5,"Mitchell, Sam",30y 177d,223 (123-1-99 55.38%),53 (0.24),←,
28,"Puopolo, Paul",25y 126d,43 (34-0-9 79.07%),32 (0.74),←,
33,"Rioli, Cyril",23y 267d,108 (71-1-36 66.20%),145 (1.34),←,
2,"Roughead, Jarryd",26y 74d,161 (92-1-68 57.45%),297 (1.84),←,
21,"Savage, Shane",22y 92d,43 (30-0-13 69.77%),28 (0.65),←,
25,"Schoenmakers, Ryan",22y 150d,62 (36-0-26 58.06%),5 (0.08),←,
12,"Sewell, Brad",29y 64d,171 (97-1-73 57.02%),26 (0.15),←,
26,"Shiels, Liam",21y 343d,66 (43-0-23 65.15%),19 (0.29),←,
16,"Smith, Isaac",24y 98d,40 (32-0-8 80.00%),39 (0.98),←,
24,"Stratton, Ben",24y 37d,54 (35-1-18 65.74%),1 (0.02),←,
Totals,Totals,25y 234d,2505 (1508-15-982 60.20%),1993 (0.80),,
C,"Clarkson, Alastair",44y 345d,190 (108-1-81 57.11%),,←,
