Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
17,"Brown, Nathan",20y 221d,26 (16-0-10 61.54%),16 (0.62),←,
18,"Cameron, Leon",26y 17d,155 (84-2-69 54.84%),61 (0.39),←,
16,"Croft, Matthew",25y 205d,87 (50-2-35 58.62%),43 (0.49),←,
11,"Curley, Todd",25y 248d,55 (27-1-27 50.00%),31 (0.56),52 (25-1-26 49.04%),30 (0.58)
14,"Darcy, Luke",23y 69d,71 (37-1-33 52.82%),49 (0.69),←,
21,"Dent, Matthew",26y 245d,88 (31-0-57 35.23%),17 (0.19),41 (27-0-14 65.85%),8 (0.20)
4,"Garlick, Simon",23y 162d,68 (40-0-28 58.82%),35 (0.51),24 (16-0-8 66.67%),8 (0.33)
3,"Grant, Chris",25y 280d,189 (100-3-86 53.70%),356 (1.88),←,
9,"Hudson, Paul",28y 61d,177 (106-0-71 59.89%),352 (1.99),43 (26-0-17 60.47%),88 (2.05)
6,"Johnson, Brad",22y 63d,100 (50-2-48 51.00%),76 (0.76),←,
2,"Kolyniuk, Steven",28y 76d,161 (84-1-76 52.48%),180 (1.12),←,
35,"Kretiuk, Steven",26y 77d,98 (57-1-40 58.67%),9 (0.09),←,
39,"Liberatore, Tony",32y 220d,206 (109-3-94 53.64%),89 (0.43),←,
23,"Martin, Michael",21y 206d,41 (23-1-17 57.32%),14 (0.34),←,
1,"Minton-Connell, Simon",29y 146d,112 (36-0-76 32.14%),305 (2.72),25 (16-0-9 64.00%),53 (2.12)
10,"Montgomery, Brett",25y 110d,37 (25-0-12 67.57%),40 (1.08),←,
36,"Romero, Jose",27y 49d,173 (92-1-80 53.47%),146 (0.84),84 (43-1-40 51.79%),48 (0.57)
5,"Smith, Rohan",25y 111d,123 (66-2-55 54.47%),95 (0.77),←,
34,"West, Mark",25y 169d,16 (10-0-6 62.50%),3 (0.19),←,
7,"West, Scott",23y 309d,126 (66-1-59 52.78%),46 (0.37),←,
24,"Wira, Brad",26y 187d,62 (30-1-31 49.19%),4 (0.06),61 (30-1-30 50.00%),4 (0.07)
15,"Wynd, Scott",28y 237d,192 (98-3-91 51.82%),28 (0.15),←,
Totals,Totals,25y 290d,2363 (1237-25-1101 52.35%),1995 (0.84),,
C,"Wallace, Terry",39y 280d,58 (34-0-24 58.62%),,←,
