Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",19,10,5,24,,,,1.0,8.0,4.0,2.0,2.0,1.0,,,8.0,16.0,1.0,,2.0,2.0,1.0,96.0
16,"Brown, Leigh",9,6,3,12,,,,,2.0,,,,1.0,,,2.0,9.0,,,7.0,4.0,,100.0
2,"Colbert, Leigh",11,13,9,20,,,,2.0,5.0,,1.0,1.0,2.0,,,7.0,16.0,,,3.0,,,75.0
24,"Firrito, Michael",4,1,1,5,,,1.0,3.0,1.0,1.0,,1.0,1.0,,,1.0,4.0,,,3.0,,,72.0
6,"Grant, Shannon",12,6,3,15,3,2.0,,,1.0,2.0,3.0,3.0,,1.0,1.0,4.0,10.0,1.0,4.0,1.0,,,87.0
31,"Hale, David",6,3,3,9,1,,10.0,4.0,,4.0,3.0,1.0,2.0,,,5.0,4.0,,,2.0,,,83.0
4,"Harris, Daniel",6,2,5,11,1,,,3.0,1.0,1.0,4.0,2.0,1.0,,,8.0,3.0,,,,,1.0,58.0
29,"Harvey, Brent",13,6,10,23,,1.0,,5.0,2.0,4.0,4.0,,2.0,,,7.0,15.0,,,2.0,,1.0,91.0
21,"Jones, Corey",7,4,2,9,1,1.0,,1.0,1.0,2.0,2.0,4.0,2.0,2.0,,4.0,5.0,,1.0,3.0,,1.0,85.0
35,"Makepeace, Troy",12,4,2,14,,,,,4.0,1.0,2.0,3.0,,,,3.0,9.0,,1.0,3.0,,,96.0
20,"Petrie, Drew",4,2,,4,,,2.0,,,1.0,1.0,1.0,,,,1.0,3.0,,,1.0,,1.0,47.0
25,"Picioane, Lance",13,5,6,19,,3.0,,3.0,,4.0,1.0,2.0,4.0,2.0,,6.0,11.0,,1.0,3.0,1.0,1.0,67.0
30,"Pratt, Daniel",4,2,2,6,,,,1.0,1.0,,,2.0,,,,3.0,3.0,,,2.0,,,32.0
3,"Rawlings, Brady",8,3,11,19,,,,1.0,,1.0,2.0,,1.0,,,5.0,14.0,,,1.0,1.0,,90.0
26,"Rocca, Saverio",7,5,1,8,2,2.0,,1.0,,2.0,,1.0,1.0,,,4.0,4.0,1.0,3.0,1.0,,,92.0
32,"Sansbury, Eddie",5,3,2,7,1,,,6.0,,1.0,1.0,3.0,1.0,1.0,,3.0,4.0,,,3.0,,,87.0
7,"Simpson, Adam",13,3,4,17,,,3.0,4.0,1.0,7.0,3.0,1.0,1.0,1.0,,8.0,5.0,2.0,,2.0,,1.0,84.0
9,"Sinclair, Jess",17,9,1,18,,,,4.0,3.0,,,1.0,1.0,1.0,3.0,3.0,13.0,1.0,,3.0,,,100.0
12,"Stevens, Michael",10,5,2,12,3,,1.0,,1.0,1.0,,3.0,2.0,1.0,,4.0,8.0,,1.0,,,,92.0
23,"Thompson, Nathan",5,3,1,6,,,4.0,1.0,,1.0,1.0,1.0,,,,3.0,3.0,,,,,,79.0
36,"Watt, Shannon",7,3,3,10,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,8.0,,,3.0,,,95.0
8,"Wells, Daniel",6,3,4,10,,,,2.0,1.0,3.0,2.0,2.0,,,,5.0,5.0,1.0,,,1.0,1.0,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,101,80,278,12,10.0,22.0,43.0,33.0,41.0,32.0,35.0,23.0,10.0,4.0,96.0,172.0,7.0,11.0,45.0,9.0,8.0,
Opposition,Opposition,158,81,111,269,7,17.0,36.0,23.0,35.0,39.0,19.0,47.0,10.0,23.0,2.0,89.0,178.0,7.0,11.0,35.0,31.0,2.0,
