Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Astbury, David",7,4,13,20,,,,2.0,1.0,,2.0,,1.0,,,9.0,11.0,1.0,,4.0,,,91.0
29,"Bolton, Shai",5,5,6,11,,1.0,,1.0,,3.0,,1.0,,1.0,,5.0,7.0,1.0,,,1.0,,76.0
40,"Butler, Dan",9,4,4,13,2,1.0,,1.0,,4.0,,4.0,2.0,1.0,,5.0,8.0,,2.0,,,1.0,76.0
22,"Caddy, Josh",11,9,11,22,,,,3.0,,3.0,4.0,,,,,7.0,14.0,,,,,2.0,82.0
46,"Castagna, Jason",7,3,1,8,1,,,2.0,,,,2.0,,,,3.0,5.0,,2.0,,,,74.0
9,"Cotchin, Trent",17,5,15,32,1,1.0,,12.0,2.0,5.0,8.0,4.0,,1.0,2.0,12.0,19.0,1.0,,2.0,2.0,,84.0
10,"Edwards, Shane",7,4,9,16,1,1.0,,1.0,,2.0,2.0,2.0,1.0,1.0,,8.0,9.0,,1.0,3.0,1.0,2.0,76.0
5,"Ellis, Brandon",19,8,12,31,1,,,,2.0,4.0,1.0,1.0,,,,5.0,24.0,,1.0,2.0,1.0,,81.0
6,"Grigg, Shaun",8,7,13,21,1,,,3.0,3.0,2.0,3.0,4.0,1.0,,,9.0,12.0,,1.0,2.0,,,90.0
2,"Grimes, Dylan",4,5,3,7,,,,5.0,,,,4.0,,1.0,,1.0,7.0,,,5.0,,,82.0
14,"Houli, Bachar",17,7,14,31,,,,7.0,2.0,3.0,1.0,3.0,1.0,,1.0,9.0,23.0,1.0,,6.0,,1.0,89.0
23,"Lambert, Kane",13,5,12,25,2,1.0,,3.0,3.0,1.0,2.0,2.0,,,,6.0,17.0,,1.0,,,,76.0
27,"Lloyd, Sam",9,7,2,11,,1.0,,5.0,,2.0,,2.0,1.0,1.0,,2.0,9.0,,1.0,,,1.0,78.0
4,"Martin, Dustin",25,8,13,38,2,1.0,,6.0,,9.0,9.0,6.0,5.0,1.0,3.0,15.0,23.0,2.0,,1.0,2.0,1.0,82.0
33,"McIntosh, Kamdyn",14,3,9,23,,,,5.0,3.0,3.0,,5.0,,1.0,,5.0,18.0,1.0,,2.0,6.0,,84.0
37,"Menadue, Connor",5,4,9,14,,1.0,,1.0,1.0,,,3.0,1.0,,,3.0,12.0,1.0,1.0,1.0,,,69.0
25,"Nankervis, Toby",4,3,10,14,,,26.0,3.0,,2.0,3.0,3.0,1.0,,,7.0,6.0,2.0,,3.0,,,89.0
3,"Prestia, Dion",20,9,15,35,,2.0,,5.0,3.0,5.0,5.0,4.0,1.0,1.0,,10.0,26.0,,,2.0,1.0,1.0,82.0
18,"Rance, Alex",7,4,7,14,,,1.0,3.0,6.0,,,4.0,,,,4.0,8.0,,,11.0,,,100.0
8,"Riewoldt, Jack",15,10,6,21,2,2.0,1.0,2.0,1.0,7.0,1.0,6.0,2.0,3.0,,9.0,11.0,2.0,3.0,1.0,,1.0,93.0
17,"Rioli, Daniel",9,4,3,12,1,1.0,,4.0,2.0,2.0,,3.0,,1.0,,3.0,9.0,1.0,2.0,1.0,,,73.0
15,"Short, Jayden",12,2,2,14,,,,1.0,2.0,1.0,,2.0,,1.0,,2.0,11.0,,,,1.0,,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,244,120,189,433,14,17.0,28.0,75.0,31.0,58.0,41.0,65.0,17.0,14.0,6.0,139.0,289.0,13.0,15.0,46.0,15.0,10.0,
Opposition,Opposition,187,63,207,394,9,12.0,39.0,48.0,40.0,46.0,31.0,62.0,14.0,17.0,,144.0,244.0,7.0,8.0,45.0,5.0,8.0,
