Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Bizzell, Clint",7,1,8,15,,1.0,1.0,1.0,,4.0,1.0,3.0,,2.0,,10.0,5.0,1.0,1.0,2.0,,,
35,"Chapman, Paul",3,2,2,5,,,,3.0,,3.0,1.0,,,1.0,,2.0,3.0,,,1.0,,,
14,"Clarke, David",8,2,4,12,,,,,1.0,3.0,,3.0,,1.0,,4.0,9.0,,,,,,
7,"Graham, Ben",6,4,7,13,,1.0,2.0,1.0,1.0,,1.0,2.0,,,,9.0,3.0,3.0,1.0,3.0,,,
37,"Harley, Tom",7,2,5,12,,,2.0,4.0,2.0,1.0,2.0,2.0,1.0,,,7.0,7.0,,,,,,
32,"Hocking, Garry",9,3,9,18,1,,,,,1.0,6.0,1.0,2.0,2.0,,10.0,6.0,1.0,1.0,2.0,,,
3,"Houlihan, Adam",15,4,4,19,5,1.0,,,,3.0,2.0,4.0,3.0,4.0,2.0,8.0,11.0,,2.0,,,,
13,"Kilpatrick, Glenn",20,3,5,25,1,,,2.0,,5.0,7.0,4.0,1.0,,3.0,7.0,16.0,,,,,,
1,"King, Steven",25,3,5,30,,1.0,33.0,2.0,1.0,7.0,14.0,3.0,3.0,4.0,1.0,19.0,11.0,,,1.0,,,
45,"Ling, Cameron",2,1,4,6,1,,,,,1.0,,,,,,4.0,2.0,,1.0,2.0,,,
17,"McGrath, Tim",17,4,,17,,,1.0,,5.0,,1.0,1.0,3.0,1.0,,5.0,8.0,,,,,,
38,"McKay, Joel",2,2,,2,,,,2.0,,,,,,1.0,,,2.0,,,1.0,,,
31,"Mensch, David",7,,6,13,,2.0,4.0,2.0,,3.0,1.0,3.0,2.0,2.0,,10.0,3.0,,,2.0,,,
39,"Milburn, Darren",11,3,5,16,2,,,2.0,1.0,5.0,4.0,2.0,2.0,,,9.0,7.0,,,3.0,1.0,,
16,"Mooney, Jason",1,1,1,2,,,1.0,,,,,2.0,,,,1.0,1.0,,,1.0,,,
15,"Riccardi, Peter",12,2,5,17,,2.0,,2.0,4.0,4.0,4.0,2.0,1.0,,,11.0,7.0,,,3.0,,,
27,"Sanderson, Brenton",13,4,8,21,,,,,5.0,3.0,4.0,,2.0,2.0,,9.0,12.0,1.0,,3.0,,,
30,"Scarlett, Matthew",5,2,2,7,,,,1.0,2.0,,,,1.0,2.0,,2.0,3.0,,,,,,
12,"Sholl, Brad",8,2,2,10,,,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,,5.0,4.0,1.0,,,,,
4,"Snell, Jason",5,3,5,10,,2.0,,1.0,,3.0,2.0,,,,,8.0,2.0,2.0,1.0,1.0,,,
6,"Spriggs, David",5,,,5,,,,1.0,,2.0,,,1.0,1.0,,3.0,3.0,,,2.0,,,
20,"Steinfort, Carl",13,4,4,17,,,,6.0,4.0,3.0,3.0,3.0,1.0,,,6.0,10.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,52,91,292,10,11.0,45.0,30.0,29.0,52.0,54.0,36.0,24.0,24.0,6.0,149.0,135.0,9.0,7.0,27.0,1.0,,
Opposition,Opposition,196,77,84,280,9,13.0,28.0,38.0,38.0,44.0,35.0,25.0,24.0,24.0,,123.0,152.0,7.0,11.0,27.0,4.0,,
