Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
23,"Bolton, Mark",28y 32d,119 (54-2-63 46.22%),47 (0.39),←,
29,"Davey, Alwyn",22y 355d,6 (3-0-3 50.00%),8 (1.33),←,
2,"Dyson, Ricky",21y 219d,42 (14-1-27 34.52%),25 (0.60),←,
31,"Fletcher, Dustin",31y 363d,263 (166-3-94 63.69%),61 (0.23),←,
26,"Heffernan, Chris",28y 96d,168 (89-2-77 53.57%),54 (0.32),121 (71-2-48 59.50%),44 (0.36)
5,"Hird, James",34y 90d,242 (141-5-96 59.30%),336 (1.39),←,
21,"Johns, Courtney",22y 172d,16 (3-0-13 18.75%),16 (1.00),←,
14,"Johnson, Jason",29y 100d,171 (98-2-71 57.89%),106 (0.62),←,
1,"Johnson, Mark",28y 347d,180 (105-2-73 58.89%),87 (0.48),←,
27,"Laycock, Jason",22y 182d,28 (9-0-19 32.14%),15 (0.54),←,
13,"Lovett, Andrew",24y 175d,39 (13-1-25 34.62%),49 (1.26),←,
25,"Lucas, Scott",29y 126d,231 (129-2-100 56.28%),389 (1.68),←,
33,"McPhee, Adam",24y 211d,110 (42-0-68 38.18%),52 (0.47),85 (36-0-49 42.35%),43 (0.51)
10,"McVeigh, Mark",26y 99d,147 (74-2-71 51.02%),60 (0.41),←,
22,"Michael, Mal",29y 315d,207 (113-1-93 54.83%),29 (0.14),6 (3-0-3 50.00%),1 (0.17)
6,"Monfries, Angus",20y 106d,39 (10-1-28 26.92%),37 (0.95),←,
11,"Peverill, Damien",27y 297d,121 (58-2-61 48.76%),26 (0.21),←,
30,"Ryder, Paddy",19y 52d,15 (4-1-10 30.00%),4 (0.27),←,
24,"Stanton, Brent",21y 4d,62 (19-1-42 31.45%),35 (0.56),←,
4,"Watson, Jobe",22y 86d,40 (13-1-26 33.75%),15 (0.38),←,
12,"Welsh, Andrew",24y 83d,103 (44-2-57 43.69%),12 (0.12),←,
8,"Winderlich, Jason",22y 207d,34 (11-0-23 32.35%),11 (0.32),←,
Totals,Totals,25y 202d,2383 (1212-31-1140 50.86%),1474 (0.62),,
C,"Sheedy, Kevin",59y 132d,618 (379-6-233 61.81%),,←,
