West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
26,"Ball, Jason",25y 210d,77 (49-0-28 63.64%),102 (1.32),←,
6,"Banfield, Drew",24y 112d,111 (71-0-40 63.96%),41 (0.37),←,
10,"Braun, Michael",20y 87d,17 (9-0-8 52.94%),11 (0.65),←,
9,"Cousins, Ben",19y 354d,51 (34-0-17 66.67%),70 (1.37),←,
29,"Donnelly, Andrew",25y 82d,39 (28-0-11 71.79%),44 (1.13),←,
19,"Gardiner, Michael",18y 349d,23 (15-0-8 65.22%),13 (0.57),←,
7,"Gehrig, Fraser",22y 108d,75 (46-0-29 61.33%),95 (1.27),←,
1,"Heady, Brett",28y 166d,146 (93-2-51 64.38%),223 (1.53),←,
27,"Jakovich, Glen",25y 87d,150 (95-1-54 63.67%),26 (0.17),←,
2,"Kemp, Dean",29y 122d,187 (125-2-60 67.38%),103 (0.55),←,
30,"Matera, Peter",29y 77d,176 (118-1-57 67.33%),170 (0.97),←,
33,"Matera, Phillip",22y 204d,32 (16-0-16 50.00%),47 (1.47),←,
11,"McIntosh, Ashley",25y 242d,143 (97-0-46 67.83%),93 (0.65),←,
17,"McKenna, Guy",29y 39d,226 (145-1-80 64.38%),27 (0.12),←,
8,"Metropolis, Daniel",26y 94d,56 (35-0-21 62.50%),29 (0.52),←,
42,"Morrison, Chad",20y 82d,54 (33-0-21 61.11%),51 (0.94),←,
36,"Read, Phillip",18y 242d,11 (6-0-5 54.55%),3 (0.27),←,
22,"Stone, Nicholas",25y 273d,22 (14-0-8 63.64%),4 (0.18),←,
16,"Symmons, Paul",24y 290d,72 (43-0-29 59.72%),30 (0.42),←,
39,"Waterman, Chris",29y 273d,167 (109-2-56 65.87%),73 (0.44),←,
12,"White, Mitchell",25y 83d,107 (70-1-36 65.89%),57 (0.53),←,
24,"Worsfold, John",29y 267d,203 (128-2-73 63.55%),36 (0.18),←,
Totals,Totals,24y 307d,2145 (1379-12-754 64.29%),1348 (0.63),,
C,"Malthouse, Mick",44y 306d,344 (206-4-134 60.47%),,209 (139-2-68 66.99%),
