Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
15,"Abraham, Winston",22y 294d,33 (16-0-17 48.48%),49 (1.48),←,
7,"Allan, Ben",28y 278d,142 (80-0-62 56.34%),105 (0.74),44 (18-0-26 40.91%),33 (0.75)
21,"Black, Heath",18y 53d,12 (6-0-6 50.00%),5 (0.42),←,
24,"Burton, Matthew",27y 62d,39 (16-0-23 41.03%),16 (0.41),←,
13,"Chisholm, Scott",24y 53d,44 (18-0-26 40.91%),20 (0.45),←,
31,"Clement, James",20y 319d,28 (11-0-17 39.29%),4 (0.14),←,
19,"Dhurrkay, Gary",23y 138d,35 (14-0-21 40.00%),40 (1.14),←,
37,"Gale, Mark",21y 74d,15 (6-0-9 40.00%),4 (0.27),←,
3,"Harding, Greg",20y 306d,32 (14-0-18 43.75%),1 (0.03),←,
14,"Hunter, Kingsley",22y 54d,24 (9-0-15 37.50%),54 (2.25),←,
38,"Jones, Anthony",22y 213d,36 (15-0-21 41.67%),1 (0.03),←,
11,"Kickett, Dale",29y 77d,103 (46-0-57 44.66%),47 (0.46),57 (23-0-34 40.35%),7 (0.12)
36,"Leach, Quenton",24y 334d,48 (19-0-29 39.58%),24 (0.50),←,
9,"Mann, Peter",26y 316d,91 (37-0-54 40.66%),85 (0.93),52 (19-0-33 36.54%),73 (1.40)
43,"McGovern, Andrew",29y 104d,59 (21-1-37 36.44%),8 (0.14),39 (17-0-22 43.59%),1 (0.03)
10,"OReilly, Stephen",24y 253d,94 (42-0-52 44.68%),9 (0.10),58 (21-0-37 36.21%),4 (0.07)
23,"Parker, Shane",24y 152d,39 (16-0-23 41.03%),3 (0.08),←,
40,"Sinclair, Jess",18y 328d,4 (1-0-3 25.00%),2 (0.50),←,
1,"Toia, Luke",19y 239d,27 (11-0-16 40.74%),20 (0.74),←,
26,"Waterhouse, Clive",23y 27d,20 (9-0-11 45.00%),21 (1.05),←,
4,"Wills, Andrew",25y 198d,104 (60-0-44 57.69%),98 (0.94),45 (20-0-25 44.44%),55 (1.22)
Totals,Totals,23y 271d,1029 (467-1-561 45.38%),616 (0.60),,
C,"Neesham, Gerard",42y 221d,60 (23-0-37 38.33%),,←,
