Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
3,"Berry, Sam",22y 52d,42 (14-0-28 33.33%),9 (0.21),←,
21,"Burgess, Chris",28y 130d,40 (9-0-31 22.50%),17 (0.43),4 (0-0-4 0.00%),3 (0.75)
41,"Butts, Jordon",24y 95d,63 (24-0-39 38.10%),,←,
15,"Cook, Brayden",21y 261d,13 (4-0-9 30.77%),3 (0.23),←,
5,"Crouch, Matt",28y 349d,147 (76-1-70 52.04%),30 (0.20),←,
12,"Dawson, Jordan",26y 361d,113 (49-0-64 43.36%),51 (0.45),49 (19-0-30 38.78%),17 (0.35)
32,"Fogarty, Darcy",24y 192d,83 (28-0-55 33.73%),121 (1.46),←,
20,"Hinge, Mitch",25y 283d,47 (19-0-28 40.43%),5 (0.11),44 (17-0-27 38.64%),4 (0.09)
1,"Jones, Chayce",24y 81d,80 (25-0-55 31.25%),17 (0.21),←,
48,"Keane, Mark",24y 18d,13 (4-0-9 30.77%),,8 (3-0-5 37.50%),
2,"Keays, Ben",27y 41d,117 (35-0-82 29.91%),62 (0.53),87 (29-0-58 33.33%),51 (0.59)
29,"Laird, Rory",30y 97d,228 (113-1-114 49.78%),29 (0.13),←,
25,"McHenry, Ned",23y 266d,63 (22-0-41 34.92%),29 (0.46),←,
16,"Michalanney, Max",20y 38d,26 (11-0-15 42.31%),,←,
27,"Nankervis, Luke",20y 315d,5 (2-0-3 40.00%),,←,
43,"OBrien, Reilly",28y 228d,104 (39-0-65 37.50%),13 (0.13),←,
37,"Parnell, Patrick",22y 31d,17 (8-0-9 47.06%),,←,
8,"Rachele, Josh",20y 359d,38 (14-0-24 36.84%),45 (1.18),←,
23,"Rankine, Izak",23y 347d,72 (25-1-46 35.42%),98 (1.36),24 (9-0-15 37.50%),41 (1.71)
33,"Smith, Brodie",32y 81d,251 (127-1-123 50.80%),71 (0.28),←,
14,"Soligo, Jake",21y 70d,41 (16-0-25 39.02%),17 (0.41),←,
13,"Walker, Taylor",33y 345d,263 (132-1-130 50.38%),615 (2.34),←,
24,"Worrell, Josh",22y 359d,21 (10-0-11 47.62%),,←,
Totals,Totals,25y 64d,1887 (806-5-1076 42.71%),1232 (0.65),,
C,"Nicks, Matthew",48y 327d,87 (29-0-58 33.33%),,←,
