Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
22,"Biddiscombe, Craig",24y 198d,59 (34-1-24 58.47%),11 (0.19),25 (13-0-12 52.00%),5 (0.20)
11,"Bowden, Joel",22y 290d,82 (42-0-40 51.22%),77 (0.94),←,
15,"Cameron, Leon",28y 217d,193 (103-3-87 54.15%),71 (0.37),21 (10-0-11 47.62%),3 (0.14)
9,"Campbell, Wayne",28y 196d,202 (92-1-109 45.79%),127 (0.63),←,
6,"Chaffey, Mark",23y 336d,60 (27-0-33 45.00%),13 (0.22),←,
10,"Daffy, Nick",27y 331d,156 (81-1-74 52.24%),179 (1.15),←,
7,"Dragicevic, Marc",20y 8d,39 (18-0-21 46.15%),23 (0.59),←,
14,"Fiora, Aaron",19y 353d,9 (6-0-3 66.67%),4 (0.44),←,
25,"Gale, Brendon",32y 263d,224 (97-1-126 43.53%),207 (0.92),←,
2,"Gaspar, Darren",24y 322d,123 (55-0-68 44.72%),12 (0.10),102 (48-0-54 47.06%),11 (0.11)
20,"Hall, Ray",20y 162d,3 (2-0-1 66.67%),1 (0.33),←,
1,"Hilton, Rory",21y 357d,35 (13-0-22 37.14%),19 (0.54),26 (10-0-16 38.46%),16 (0.62)
16,"Holland, Ben",23y 332d,89 (44-0-45 49.44%),106 (1.19),←,
39,"Kellaway, Andrew",25y 135d,58 (28-0-30 48.28%),13 (0.22),←,
3,"Kellaway, Duncan",28y 49d,144 (72-1-71 50.35%),9 (0.06),←,
33,"Knights, Matthew",30y 184d,240 (99-0-141 41.25%),126 (0.52),←,
5,"Ottens, Brad",21y 72d,57 (27-0-30 47.37%),57 (1.00),←,
12,"Richardson, Matthew",26y 19d,124 (59-0-65 47.58%),394 (3.18),←,
4,"Rogers, Matthew",27y 133d,139 (73-1-65 52.88%),121 (0.87),←,
19,"Sziller, Steven",28y 113d,120 (54-1-65 45.42%),38 (0.32),2 (1-0-1 50.00%),
32,"Tivendale, Greg",21y 353d,36 (16-0-20 44.44%),22 (0.61),←,
29,"Torney, Jason",23y 295d,75 (37-1-37 50.00%),8 (0.11),←,
Totals,Totals,25y 48d,2267 (1079-11-1177 47.60%),1638 (0.72),,
C,"Frawley, Danny",37y 211d,24 (12-0-12 50.00%),,←,
