Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Bradley, Craig",22,3,11,33,2,,,1.0,,,,,,1.0,,,,,,,,,
20,"Brown, Fraser",7,4,5,12,,,,3.0,,,,,1.0,3.0,,,,,,,,,
16,"Camporeale, Scott",6,2,7,13,,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
39,"Christou, Ang",9,4,5,14,1,,,2.0,,,,,,,,,,,,,,,
6,"Clape, Matt",8,6,3,11,,1.0,,,,,,,1.0,1.0,,,,,,,,,
35,"Dean, Peter",4,3,6,10,,,,,,,,,,,,,,,,,,,
13,"Hanna, Mil",4,1,,4,1,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Kernahan, Stephen",13,8,,13,6,1.0,,,,,,,2.0,,1.0,,,,,,,,
43,"Koutoufides, Anthony",24,10,10,34,,1.0,,3.0,,,,,2.0,1.0,2.0,,,,,,,,
44,"Madden, Justin",6,,3,9,,,12.0,,,,,,1.0,4.0,,,,,,,,,
22,"Manton, Glenn",,1,1,1,,,,,,,,,,,,,,,,,,,
5,"McKay, Andrew",8,4,6,14,,,,1.0,,,,,,,,,,,,,,,
10,"Mitchell, Barry",1,,1,2,,,,1.0,,,,,,1.0,,,,,,,,,
19,"Pearce, Brad",14,9,1,15,4,4.0,,1.0,,,,,,1.0,3.0,,,,,,,,
7,"Ratten, Brett",12,5,3,15,,,,1.0,,,,,1.0,2.0,,,,,,,,,
23,"Rice, Dean",7,2,5,12,1,1.0,,1.0,,,,,,,,,,,,,,,
14,"Sexton, Michael",11,7,4,15,,,,2.0,,,,,2.0,,,,,,,,,,
1,"Silvagni, Stephen",10,2,1,11,,,,2.0,,,,,1.0,2.0,,,,,,,,,
11,"Spalding, Earl",7,6,8,15,,,2.0,,,,,,1.0,2.0,,,,,,,,,
32,"Whitehead, Adrian",8,2,7,15,,,,,,,,,,,,,,,,,,,
2,"Williams, Greg",9,2,7,16,2,,,,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,81,94,284,17,13.0,14.0,21.0,,,,,16.0,21.0,6.0,,,,,,,,
Opposition,Opposition,158,52,59,217,12,13.0,10.0,33.0,,,,,21.0,16.0,,,,,,,,,
