Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36,"Aliir, Aliir",12,4,4,16,,,3.0,,4.0,2.0,1.0,5.0,2.0,1.0,,4.0,11.0,,,4.0,,,90.0
22,"Blakey, Nick",9,7,2,11,2,,,1.0,,1.0,,1.0,2.0,,,7.0,4.0,3.0,2.0,1.0,,,89.0
4,"Clarke, Ryan",9,6,11,20,,,,7.0,1.0,2.0,2.0,1.0,1.0,1.0,,6.0,15.0,,,,,,91.0
34,"Dawson, Jordan",17,11,5,22,,,,3.0,1.0,4.0,,,1.0,,,5.0,17.0,,,,,1.0,87.0
13,"Florent, Oliver",6,4,5,11,,1.0,,2.0,,2.0,,4.0,,2.0,,,11.0,,,,,,84.0
23,"Franklin, Lance",5,3,,5,4,,,,,1.0,,4.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,,,,60.0
9,"Hayward, Will",8,5,1,9,1,2.0,,1.0,,1.0,1.0,,1.0,,,5.0,4.0,1.0,2.0,,,1.0,77.0
5,"Heeney, Isaac",12,4,11,23,,1.0,,6.0,2.0,3.0,2.0,2.0,1.0,1.0,,7.0,15.0,,,,,,71.0
29,"Hewett, George",7,2,11,18,,,,6.0,3.0,1.0,8.0,3.0,,2.0,,12.0,6.0,,,2.0,,,83.0
10,"Jones, Zak",15,4,12,27,,1.0,,6.0,1.0,5.0,2.0,4.0,1.0,2.0,,11.0,17.0,,,,,2.0,75.0
12,"Kennedy, Josh",9,3,10,19,,1.0,,6.0,,4.0,7.0,6.0,,3.0,,12.0,7.0,,,1.0,,,67.0
44,"Lloyd, Jake",20,7,8,28,,,,3.0,4.0,2.0,,1.0,,,,3.0,20.0,,,,,,94.0
43,"Melican, Lewis",12,8,2,14,,,,,2.0,1.0,,,1.0,,,4.0,10.0,,,2.0,,,88.0
2,"Menzel, Daniel",5,3,4,9,1,,,1.0,,1.0,,4.0,,2.0,,3.0,6.0,,,,,,74.0
14,"Mills, Callum",14,13,7,21,,,,2.0,3.0,1.0,1.0,,,,,5.0,18.0,1.0,,5.0,,,85.0
38,"ORiordan, Colin",11,9,3,14,,,,,3.0,2.0,1.0,,,,,4.0,13.0,,,4.0,,,74.0
11,"Papley, Tom",10,7,2,12,2,,,4.0,,4.0,,1.0,,,,3.0,9.0,,2.0,,,3.0,89.0
26,"Parker, Luke",20,7,11,31,1,,,12.0,3.0,2.0,7.0,4.0,3.0,1.0,3.0,12.0,16.0,,,,,,87.0
24,"Rampe, Dane",9,4,8,17,,,,3.0,5.0,1.0,,,3.0,,,5.0,12.0,1.0,,2.0,2.0,1.0,97.0
20,"Reid, Sam",3,3,2,5,,1.0,10.0,4.0,,2.0,,1.0,,1.0,,2.0,3.0,1.0,1.0,1.0,,1.0,88.0
1,"Rose, James",13,5,4,17,,1.0,,3.0,,3.0,1.0,1.0,1.0,,,6.0,11.0,,,2.0,,,81.0
18,"Sinclair, Callum",13,7,4,17,1,,20.0,3.0,1.0,7.0,4.0,3.0,2.0,2.0,,11.0,6.0,2.0,1.0,2.0,,,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,239,126,127,366,12,10.0,33.0,73.0,33.0,52.0,37.0,45.0,20.0,21.0,4.0,131.0,232.0,12.0,11.0,26.0,2.0,9.0,
Opposition,Opposition,180,69,143,323,9,9.0,41.0,62.0,37.0,42.0,32.0,54.0,21.0,20.0,2.0,125.0,199.0,13.0,9.0,49.0,7.0,6.0,
