Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",26y 107d,156 (92-0-64 58.97%),142 (0.91),33 (8-0-25 24.24%),22 (0.67)
30,"Brown, Leigh",20y 113d,54 (16-0-38 29.63%),17 (0.31),←,
9,"Carr, Matthew",23y 169d,61 (15-1-45 25.41%),16 (0.26),33 (8-0-25 24.24%),14 (0.42)
10,"Cook, Troy",25y 308d,99 (40-0-59 40.40%),39 (0.39),56 (16-0-40 28.57%),28 (0.50)
24,"Croad, Trent",22y 99d,96 (50-1-45 52.60%),109 (1.14),12 (6-0-6 50.00%),29 (2.42)
38,"Cunningham, Ben",20y 206d,19 (6-0-13 31.58%),14 (0.74),←,
7,"Farmer, Jeff",24y 357d,128 (57-0-71 44.53%),274 (2.14),10 (5-0-5 50.00%),15 (1.50)
14,"Grover, Antoni",22y 97d,29 (8-0-21 27.59%),3 (0.10),←,
39,"Haines, Daniel",21y 66d,7 (4-0-3 57.14%),2 (0.29),←,
4,"Hasleby, Paul",21y 4d,53 (15-0-38 28.30%),36 (0.68),←,
28,"Koops, Steven",23y 327d,55 (20-0-35 36.36%),40 (0.73),←,
20,"Longmuir, Justin",21y 146d,47 (12-0-35 25.53%),56 (1.19),←,
21,"Longmuir, Troy",23y 22d,52 (15-0-37 28.85%),19 (0.37),35 (10-0-25 28.57%),16 (0.46)
8,"McManus, Shaun",26y 127d,113 (34-0-79 30.09%),60 (0.53),←,
15,"McPharlin, Luke",20y 197d,13 (9-0-4 69.23%),3 (0.23),1 (1-0-0 100.00%),
34,"Medhurst, Paul",20y 187d,10 (5-0-5 50.00%),16 (1.60),←,
25,"Norrish, Jason",30y 141d,139 (51-0-88 36.69%),25 (0.18),119 (39-0-80 32.77%),23 (0.19)
23,"Parker, Shane",29y 118d,140 (45-0-95 32.14%),9 (0.06),←,
29,"Pavlich, Matthew",20y 167d,51 (14-0-37 27.45%),47 (0.92),←,
35,"Siegert, Andrew",20y 149d,12 (6-0-6 50.00%),,←,
2,"Simmonds, Troy",23y 338d,50 (25-0-25 50.00%),13 (0.26),10 (5-0-5 50.00%),6 (0.60)
19,"Walker, James",23y 152d,65 (18-0-47 27.69%),8 (0.12),←,
Totals,Totals,23y 97d,1449 (557-2-890 38.44%),948 (0.65),,
C,"Connolly, Chris",39y 83d,13 (7-0-6 53.85%),,12 (6-0-6 50.00%),
