Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",32y 80d,210 (125-2-83 60.00%),91 (0.43),←,
8,"Bond, Troy",20y 361d,14 (11-0-3 78.57%),23 (1.64),←,
21,"Bradley, Craig",30y 260d,194 (117-2-75 60.82%),147 (0.76),←,
20,"Brown, Fraser",23y 326d,81 (45-1-35 56.17%),43 (0.53),←,
39,"Christou, Ang",22y 175d,39 (27-1-11 70.51%),8 (0.21),←,
18,"Cook, James",20y 184d,12 (9-0-3 75.00%),19 (1.58),←,
35,"Dean, Peter",29y 123d,176 (110-1-65 62.78%),22 (0.13),←,
12,"Gleeson, Adrian",27y 71d,154 (95-2-57 62.34%),156 (1.01),←,
13,"Hanna, Mil",28y 96d,143 (79-2-62 55.94%),60 (0.42),←,
17,"Heaver, Brent",23y 25d,49 (34-1-14 70.41%),87 (1.78),37 (25-1-11 68.92%),75 (2.03)
33,"Hogg, Matthew",25y 201d,110 (58-3-49 54.09%),27 (0.25),51 (34-1-16 67.65%),23 (0.45)
4,"Kernahan, Stephen",30y 312d,190 (116-2-72 61.58%),564 (2.97),←,
43,"Koutoufides, Anthony",21y 173d,27 (15-1-11 57.41%),6 (0.22),←,
15,"Lynn, Tony",26y 72d,19 (12-0-7 63.16%),11 (0.58),13 (11-0-2 84.62%),6 (0.46)
44,"Madden, Justin",33y 40d,277 (171-2-104 62.09%),179 (0.65),232 (141-2-89 61.21%),159 (0.69)
5,"McKay, Andrew",23y 361d,37 (26-1-10 71.62%),9 (0.24),←,
10,"Mitchell, Barry",28y 215d,196 (88-2-106 45.41%),234 (1.19),13 (10-0-3 76.92%),12 (0.92)
14,"Sexton, Michael",23y 127d,73 (43-1-29 59.59%),6 (0.08),←,
1,"Silvagni, Stephen",27y 40d,155 (99-1-55 64.19%),113 (0.73),←,
11,"Spalding, Earl",29y 121d,161 (106-1-54 66.15%),111 (0.69),52 (36-1-15 70.19%),48 (0.92)
2,"Williams, Greg",30y 283d,194 (111-1-82 57.47%),161 (0.83),53 (35-1-17 66.98%),33 (0.62)
Totals,Totals,26y 226d,2511 (1497-27-987 59.62%),2077 (0.83),,
C,"Parkin, David",51y 301d,365 (214-2-149 58.90%),,202 (127-2-73 63.37%),
