Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
38,"Armstrong, Tony",20y 242d,3 (0-0-3 0.00%),,←,
44,"Bock, Nathan",27y 70d,108 (59-0-49 54.63%),57 (0.53),←,
32,"Dangerfield, Patrick",20y 54d,31 (15-0-16 48.39%),35 (1.13),←,
16,"Davis, Phil",19y 272d,7 (2-0-5 28.57%),,←,
11,"Doughty, Michael",30y 297d,176 (104-0-72 59.09%),43 (0.24),←,
26,"Douglas, Richard",23y 112d,66 (34-0-32 51.52%),48 (0.73),←,
36,"Goodwin, Simon",33y 154d,269 (150-0-119 55.76%),160 (0.59),←,
6,"Griffin, Jonathon",24y 135d,32 (16-0-16 50.00%),5 (0.16),←,
14,"Mackay, David",21y 308d,45 (27-0-18 60.00%),11 (0.24),←,
20,"Maric, Ivan",24y 145d,59 (33-0-26 55.93%),23 (0.39),←,
23,"McLeod, Andrew",33y 298d,338 (183-0-155 54.14%),274 (0.81),←,
33,"Petrenko, Jared",20y 158d,19 (6-0-13 31.58%),9 (0.47),←,
40,"Porplyzia, Jason",25y 183d,77 (45-0-32 58.44%),126 (1.64),←,
3,"Reilly, Brent",26y 198d,123 (68-0-55 55.28%),42 (0.34),←,
25,"Rutten, Ben",27y 1d,136 (81-0-55 59.56%),6 (0.04),←,
46,"Schmidt, Chris",21y 70d,10 (2-1-7 25.00%),,8 (2-0-6 25.00%),
31,"Sloane, Rory",20y 73d,3 (1-0-2 33.33%),,←,
27,"Stevens, Scott",28y 134d,130 (68-1-61 52.69%),84 (0.65),105 (58-0-47 55.24%),67 (0.64)
5,"Thompson, Scott",27y 76d,164 (93-0-71 56.71%),114 (0.70),125 (75-0-50 60.00%),97 (0.78)
4,"Tippett, Kurt",23y 21d,53 (27-0-26 50.94%),88 (1.66),←,
7,"van Berlo, Nathan",23y 357d,104 (62-0-42 59.62%),27 (0.26),←,
13,"Walker, Taylor",20y 34d,21 (9-0-12 42.86%),34 (1.62),←,
Totals,Totals,24y 254d,1974 (1085-2-887 54.96%),1186 (0.60),,
C,"Craig, Neil",54y 138d,138 (81-0-57 58.70%),,←,
