Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bugg, Tomas",8,4,23,31,,,,6.0,1.0,3.0,6.0,2.0,2.0,,,13.0,18.0,,,1.0,1.0,2.0,83.0
20,"Garland, Colin",7,4,7,14,,,,3.0,4.0,,1.0,,1.0,,,6.0,7.0,,,2.0,,,90.0
36,"Garlett, Jeff",10,3,2,12,2,2.0,,1.0,,1.0,,1.0,,,,2.0,10.0,,2.0,1.0,4.0,3.0,88.0
11,"Gawn, Max",2,1,5,7,,,29.0,1.0,,1.0,2.0,3.0,1.0,2.0,,5.0,3.0,1.0,,7.0,,,84.0
43,"Harmes, James",12,3,9,21,4,2.0,,4.0,,4.0,,4.0,1.0,2.0,2.0,7.0,15.0,,2.0,1.0,1.0,,77.0
1,"Hogan, Jesse",13,7,7,20,5,1.0,,,,5.0,,,1.0,,3.0,8.0,12.0,2.0,3.0,,2.0,1.0,84.0
29,"Hunt, Jayden",7,1,5,12,,,,1.0,2.0,4.0,1.0,3.0,2.0,2.0,,4.0,8.0,,,,3.0,,86.0
2,"Jones, Nathan",10,2,17,27,1,,,4.0,1.0,2.0,4.0,3.0,2.0,2.0,,9.0,18.0,,,1.0,,,86.0
35,"Kennedy, Ben",9,2,8,17,1,1.0,,3.0,1.0,3.0,,1.0,,1.0,,,17.0,,1.0,1.0,2.0,1.0,87.0
16,"Kent, Dean",9,3,5,14,1,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,12.0,1.0,1.0,,,2.0,73.0
28,"McDonald, Oscar",6,2,12,18,,,,,4.0,1.0,1.0,1.0,,,,5.0,13.0,,,3.0,,,89.0
25,"McDonald, Tom",8,5,10,18,,,,1.0,2.0,,,1.0,,,,4.0,13.0,,,7.0,,,88.0
22,"Michie, Viv",6,3,7,13,1,,,2.0,2.0,1.0,,2.0,1.0,,,4.0,9.0,,,,,,76.0
30,"Neal-Bullen, Alex",4,2,14,18,,,,3.0,,,4.0,3.0,1.0,1.0,,10.0,8.0,,,,,,66.0
19,"Newton, Ben",8,4,12,20,1,,,3.0,,3.0,2.0,1.0,,1.0,,7.0,14.0,,,3.0,1.0,,78.0
13,"Oliver, Clayton",12,3,9,21,,2.0,1.0,5.0,,5.0,7.0,4.0,2.0,3.0,1.0,11.0,10.0,,,,,1.0,81.0
5,"Petracca, Christian",10,6,11,21,,4.0,3.0,7.0,1.0,5.0,1.0,2.0,1.0,,,7.0,15.0,1.0,2.0,1.0,1.0,1.0,80.0
15,"Stretch, Billy",11,5,20,31,1,,,3.0,4.0,3.0,3.0,2.0,,1.0,,9.0,21.0,,1.0,1.0,1.0,,82.0
23,"Vince, Bernie",16,5,8,24,,,1.0,2.0,,4.0,1.0,2.0,,1.0,,3.0,21.0,,,2.0,,1.0,86.0
7,"Viney, Jack",7,1,12,19,1,,,8.0,2.0,2.0,3.0,2.0,1.0,1.0,,11.0,9.0,,1.0,,1.0,,74.0
42,"Wagner, Josh",6,4,11,17,,,,5.0,,,2.0,5.0,,2.0,,6.0,10.0,1.0,,2.0,,,80.0
4,"Watts, Jack",15,10,4,19,1,1.0,8.0,3.0,3.0,2.0,,2.0,1.0,1.0,,6.0,14.0,2.0,2.0,1.0,,1.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,80,218,414,19,17.0,42.0,66.0,28.0,51.0,39.0,45.0,18.0,21.0,6.0,139.0,277.0,8.0,15.0,34.0,17.0,13.0,
Opposition,Opposition,187,78,147,334,9,14.0,41.0,59.0,25.0,45.0,35.0,42.0,22.0,18.0,,133.0,203.0,12.0,12.0,39.0,7.0,5.0,
