Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Bolton, Mark",10,8,4,14,,1.0,,,,1.0,,4.0,,1.0,,5.0,9.0,2.0,1.0,,1.0,1.0,96.0
16,"Bradley, Kepler",11,9,8,19,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,5.0,13.0,,,,1.0,,72.0
13,"Cupido, Damian",6,1,2,8,,,,1.0,,4.0,3.0,,,,,3.0,5.0,,,1.0,1.0,1.0,71.0
2,"Dyson, Ricky",8,4,6,14,2,,,2.0,,3.0,1.0,2.0,,,,3.0,11.0,,,1.0,,,74.0
31,"Fletcher, Dustin",14,3,4,18,,,,,12.0,1.0,,2.0,1.0,2.0,,9.0,6.0,1.0,,5.0,,,100.0
19,"Hille, David",5,4,9,14,,,22.0,1.0,,3.0,4.0,3.0,2.0,1.0,,8.0,6.0,1.0,,,,,81.0
30,"Hunt, Sam",1,,,1,,,,1.0,,,,,1.0,,,1.0,,,,,,,34.0
21,"Johns, Courtney",3,1,2,5,,,,,2.0,1.0,,,2.0,,,4.0,1.0,1.0,,1.0,,,42.0
14,"Johnson, Jason",15,4,8,23,1,,,6.0,3.0,6.0,4.0,2.0,3.0,,,15.0,8.0,,1.0,2.0,,1.0,86.0
1,"Johnson, Mark",9,4,5,14,,1.0,1.0,5.0,1.0,3.0,6.0,2.0,,2.0,,7.0,7.0,1.0,,2.0,,1.0,100.0
18,"Lloyd, Matthew",9,4,1,10,1,3.0,,,,3.0,1.0,1.0,1.0,1.0,,3.0,7.0,,1.0,,,,100.0
41,"Lovett, Andrew",7,2,10,17,3,,,3.0,1.0,5.0,2.0,3.0,,1.0,,9.0,8.0,,1.0,1.0,,1.0,100.0
42,"Lovett-Murray, Nathan",10,5,6,16,,1.0,,,5.0,3.0,,,1.0,,,2.0,15.0,,,1.0,,,83.0
25,"Lucas, Scott",15,9,2,17,4,2.0,,2.0,1.0,4.0,,4.0,2.0,2.0,,6.0,12.0,,3.0,1.0,,,100.0
10,"McVeigh, Mark",12,1,6,18,,1.0,,6.0,1.0,4.0,6.0,3.0,2.0,,,11.0,7.0,,,2.0,,1.0,100.0
6,"Monfries, Angus",6,5,5,11,1,,,2.0,,3.0,1.0,2.0,1.0,1.0,,5.0,6.0,,,,,,56.0
11,"Peverill, Damien",7,3,15,22,,,,2.0,,3.0,5.0,1.0,2.0,,,12.0,11.0,,,1.0,,,74.0
20,"Richards, Ted",2,2,4,6,,,,,2.0,,,,,,,4.0,1.0,1.0,,1.0,,,74.0
7,"Solomon, Dean",6,2,,6,,,,3.0,,2.0,,2.0,,1.0,,1.0,5.0,,,4.0,,,80.0
24,"Stanton, Brent",13,4,7,20,1,2.0,,2.0,3.0,6.0,2.0,6.0,2.0,,1.0,5.0,14.0,,,,2.0,1.0,88.0
17,"Thomas, Paul",9,7,5,14,,,,,1.0,1.0,,3.0,1.0,3.0,,2.0,12.0,,,2.0,,1.0,96.0
12,"Welsh, Andrew",10,2,4,14,1,1.0,,2.0,4.0,,,3.0,1.0,1.0,,3.0,11.0,1.0,1.0,,,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,84,113,301,14,17.0,24.0,39.0,37.0,57.0,37.0,44.0,24.0,17.0,1.0,123.0,175.0,8.0,8.0,25.0,5.0,8.0,
Opposition,Opposition,205,107,126,331,17,12.0,31.0,37.0,43.0,55.0,26.0,61.0,18.0,24.0,5.0,116.0,215.0,6.0,14.0,48.0,19.0,8.0,
